#1=α 2=ρ 3=Δ 4=ϕ 5=Σ 6=E 7=q0 8=q1 9=δq 10=qh0 11=qh1 12=δqh 13=ρh 14=m
2.0 0.24 0.01 -0.061900031425539404 2.9769180149038816e-5 0.06190622606446769 0.6088397447013991 1.864869737616259 0.7826693148117339 0.01185600389824845 0.24720947511597674 1.2776788115687714 0.0351973646035114 4.805636049763143
2.0 0.25 0.01 -0.06179635547622381 3.136435966314397e-5 0.061802866145465346 0.6165001913511106 1.8572383095467373 0.7822025805854356 0.012125661452244169 0.24679623913619955 1.2784411926275587 0.03698603451444121 4.817378751640099
2.0 0.26 0.01 -0.06168809227721056 3.262245719861602e-5 0.061694846942690854 0.6241513106924922 1.8493096046392201 0.7817194875305984 0.012402679319552488 0.2463652681530559 1.2792312536034334 0.03881311512679911 4.829618475376839
2.0 0.27 0.01 -0.06157515757455839 3.382049074281231e-5 0.061582141916963755 0.6317574626191839 1.8410806989794422 0.781226232969273 0.01268631172911236 0.2459154145045379 1.280038941087802 0.040679998311020565 4.8423299975735805
2.0 0.28 0.01 -0.06145745825637322 3.505040967778087e-5 0.06146467692426059 0.6393091825210535 1.8325500132882915 0.7807225513208071 0.012976661530677587 0.24544649003238958 1.2808647557422603 0.042588588339669206 4.855523238452612
2.0 0.29 0.01 -0.06133489190361985 3.6319293321242026e-5 0.06134235087084464 0.6467984456577602 1.8237156803738421 0.7802083262140016 0.013273881668322225 0.24495810171397048 1.281708956955828 0.04454091259605806 4.869212080797071
2.0 0.3 0.01 -0.06120734628685298 3.76330570997606e-5 0.06121505259163504 0.6542173006462603 1.8145755223307658 0.7796834971190822 0.013578136686134714 0.24444979929533145 1.2825717149266105 0.046539117470340584 4.883411461662412
2.0 0.31 0.01 -0.06107469885436473 3.899293482189552e-5 0.061082659620334455 0.6615586731057517 1.805127140812357 0.7791478809305219 0.01388963407506354 0.24392109902732204 1.2834534040004324 0.04858549828288228 4.898138567341332
2.0 0.32 0.01 -0.060936816511650116 3.6128065311394995e-5 0.06094416945952015 0.6688033962557036 1.795367138685561 0.7786551780147475 0.014207794735597652 0.24335312244120433 1.2842655237323304 0.05068160863789657 4.913412409549015
2.0 0.33 0.01 -0.060793553315751536 3.811246436423993e-5 0.0608012852862273 0.6759476295098044 1.7852913991969537 0.7781046567106613 0.014533682252163133 0.2427812693286966 1.285174161824676 0.052831385571590485 4.9292045906918105
2.0 0.34 0.01 -0.06064475225539062 3.953781541026092e-5 0.06065274674339849 0.6830175947090484 1.7749004706116898 0.7775365253704178 0.014868413168887729 0.24218763815800434 1.2861132144545881 0.055037643180014466 4.945634463564284
2.0 0.35 0.01 -0.06049024283887955 4.091780944577483e-5 0.06049848793833124 0.689985477708155 1.764188467289317 0.7769567312240384 0.0152115355928692 0.24157100956967448 1.287072960195058 0.05730297861851483 4.962682340644008
2.0 0.36 0.01 -0.060329840559653514 4.23588678380101e-5 0.060338345716438695 0.6968466491911026 1.753151292227981 0.776364584988845 0.015563487577281947 0.24093082027199275 1.2880546322374666 0.05963071172084858 4.980374719465998
2.0 0.37 0.01 -0.060163345975316807 4.3866079253016554e-5 0.06017212139922513 0.7035956579708742 1.7417846644841544 0.775759623217982 0.015924689052653557 0.24026627827882457 1.2890590977806131 0.06202435576392981 4.998741908231182
2.0 0.38 0.01 -0.059990543670017826 4.5446554547873054e-5 0.05999960070463951 0.7102280589383931 1.7300837869747188 0.7751412356437806 0.016295651664576232 0.23957652638744734 1.2900874756965652 0.06448774976769592 5.017818352939168
2.0 0.39 0.01 -0.059811201048442175 4.7102443678988545e-5 0.05982055114755458 0.7167388904153723 1.7180436033333768 0.7745088096128172 0.016676906031206154 0.23886063192082924 1.2911408980614547 0.06702502028131324 5.037641110830738
2.0 0.4 0.01 -0.05962506687520097 4.7951589123694064e-5 0.05963454654121795 0.723178339114443 1.7056680108841458 0.7738503144553395 0.017071496959499183 0.23811810824108648 1.2922395731063756 0.06964225459649986 5.05836271423657
2.0 0.41 0.01 -0.059431870404680176 4.946007949457091e-5 0.05944160699746094 0.7294304111142879 1.6929329018824024 0.7731877897401942 0.01747511378051373 0.23734642936189493 1.2933468599342712 0.07234101150927483 5.0798139152209405
2.0 0.42 0.01 -0.05923131888890121 5.128011288570149e-5 0.05924136959018634 0.7355476501713861 1.6798410493874023 0.7725083649260465 0.01789107231083203 0.23654571169242955 1.294484364704232 0.07512841453600326 5.102142769038586
2.0 0.43 0.01 -0.05902309649545606 5.319335614021136e-5 0.059033474860963796 0.7415244829301811 1.6663856970021236 0.7718115148908775 0.01832009590255144 0.23571433550543378 1.2956531234719708 0.07801016107359626 5.125407859317888
2.0 0.44 0.01 -0.05880686215773745 5.5949311505728976e-5 0.05881772693301215 0.7473368864198915 1.6525561013122287 0.7711038057136808 0.018762202876602727 0.23485042889079488 1.296842257281393 0.08099213793918718 5.149605959731601
2.0 0.45 0.01 -0.058582246985286746 5.8169891096648176e-5 0.058593487703735375 0.7530189433123163 1.6383518553924599 0.7703686851283522 0.019220118617371898 0.23395366001958018 1.2980797627221687 0.0840822668609879 5.174926439309563
2.0 0.46 0.01 -0.05834885239923243 6.035953716898036e-5 0.05836045691102798 0.7585453413320905 1.6237611612649523 0.7696128585076605 0.01969398588894987 0.23302155467682337 1.2993545897077128 0.08728762542967569 5.201385308784199
2.0 0.47 0.01 -0.058106246919236326 6.264263162705815e-5 0.05811822662568042 0.763911572379156 1.6087755415184846 0.7688345459708263 0.020185059144496094 0.23205257305448482 1.3006699624003968 0.09061671797127235 5.229062324640386
2.0 0.48 0.01 -0.05785396318039687 6.502415770124012e-5 0.05786632977703864 0.7691122057084676 1.593385948815974 0.7680321078748245 0.02069466408366853 0.23104483654433208 1.302028899243602 0.0940788543792642 5.258047916078135
2.0 0.49 0.01 -0.05759149447238904 6.750163637056673e-5 0.05760425846216188 0.7741416952882855 1.5775828314350377 0.7672036964067495 0.02122428130331509 0.2299963001051276 1.3034348044509803 0.09768435058804234 5.28844331372044
2.0 0.5 0.01 -0.05731829156567675 6.295681672895415e-5 0.05733012474629885 0.7789500583568398 1.56135244969779 0.7664000133711628 0.021771363000783046 0.22888568921215735 1.3048016473816344 0.101439121438335 5.320363031673513
2.0 0.51 0.01 -0.05703375497160473 6.535802112211627e-5 0.05704596245339945 0.7836191672650353 1.5446913048573183 0.7655138734903515 0.02234593050021453 0.2277484117383949 1.3063120534191133 0.10536663352655253 5.353931484084582
2.0 0.52 0.01 -0.056737234907353495 6.782123822372043e-5 0.05674981933755193 0.788100360828979 1.5275845238210053 0.7645943050182851 0.022946188046069765 0.2265631057262048 1.307883139380804 0.10947611672645022 5.38929750130065
2.0 0.53 0.01 -0.05642802227267135 7.034319764447464e-5 0.056440984888510765 0.792386123321432 1.510020336534701 0.7636386214856019 0.02357441931205605 0.22532687270987656 1.3095199376566038 0.11378354063308835 5.426620561460904
2.0 0.54 0.01 -0.056105342909306466 7.291306744337083e-5 0.05611868208325816 0.7964697315094125 1.4919862371003103 0.762643397681324 0.024233305924664997 0.22403657580203967 1.311228816823584 0.11830699548666665 5.466085659232966
2.0 0.55 0.01 -0.05576835031338978 7.189601303272559e-5 0.0557814029588959 0.8003869037570193 1.4734847884558642 0.7615863900656894 0.024928013875691366 0.22268759738488228 1.313048674509194 0.12306687615750726 5.508156411588295
2.0 0.56 0.01 -0.05541611718725195 7.369224468869778e-5 0.05542938885593776 0.8040425504300147 1.4544717949551562 0.7604993000893154 0.02565745703505589 0.22127778157866423 1.3149256020124642 0.12808573391264336 5.552598277825261
2.0 0.57 0.01 -0.05504762543802516 7.571034310654722e-5 0.05506114536048139 0.807473902119076 1.4349490197596981 0.7593587990529072 0.026428040942239352 0.2198029171970355 1.3169005235038131 0.1333906612594161 5.599909566913387
2.0 0.58 0.01 -0.054661755650838306 7.751347973995956e-5 0.05467547383252215 0.8106706324258834 1.4149015369647149 0.7581595768602778 0.02724404035166947 0.21825793069687802 1.3189835366074785 0.13901146950712817 5.650419386939988
2.0 0.59 0.01 -0.054257272469477924 8.837129714059938e-5 0.054272763964437955 0.8136671067445982 1.3943117973224972 0.7568448195661821 0.028117591791814188 0.21665673662678792 1.3212748163793906 0.14499396558322614 5.704504140407645
2.0 0.6 0.01 -0.05383281537436857 8.917541035768887e-5 0.0538482902104845 0.8163614453422993 1.3731682421818707 0.7555094918148715 0.02904054095644182 0.2149547060308732 1.3236101079257363 0.15135582091362942 5.762607738759991
2.0 0.61 0.01 -0.05338687346689658 8.903641660271308e-5 0.053402158036926065 0.8187881692963132 1.3514547523003178 0.7540932101012077 0.03002640176964748 0.21316498168036074 1.3260960138678215 0.15815366320153934 5.825248366879041
2.0 0.62 0.01 -0.05291777115948282 8.758277981641677e-5 0.052932633205550035 0.8209353418396531 1.329156696788543 0.7525853799728921 0.031082962424731738 0.21128040755821395 1.3287528918459977 0.16544101515043563 5.8930499488633075
2.0 0.63 0.01 -0.05242364374781586 8.429202012291359e-5 0.05243777068631124 0.8227891556126318 1.3062599367401906 0.7509739411531289 0.03221914822264586 0.20929286434575725 1.3316041279201902 0.17328033781426522 5.966757776319981
2.0 0.64 0.01 -0.05190241010408447 8.520866345801073e-5 0.05191650052757471 0.824337678679344 1.2827110572918698 0.7492059503287063 0.03345129141264559 0.2072065138999682 1.33474647333121 0.18176056835724197 6.047274840039315
2.0 0.65 0.01 -0.0513517450296051 7.306393211130892e-5 0.0513636530187458 0.8255459956944917 1.2585747015977473 0.7473560311282288 0.03477768538801269 0.20497871200282874 1.338050351303612 0.1909353705816245 6.135706981928244
2.0 0.66 0.01 -0.050769037228456326 -7.675054044108893e-5 0.05075673470259887 0.8264078919996434 1.2337193537081228 0.7452538555597634 0.03618653513851713 0.20249495521037367 1.3418246581883095 0.20083332272428325 6.238600213515434
2.0 0.67 0.01 -0.05015135324629022 -2.4523312914755873e-5 0.050147487492979904 0.8268135920421023 1.2082651848642687 0.7431858349573632 0.037773777982205374 0.2000447975657489 1.345558476713122 0.21182331401960322 6.3437345702624715
2.0 0.68 0.01 -0.0494953786914909 6.454197715608202e-5 0.04950536884455408 0.8269558025092296 1.1823200774928389 0.740886979272088 0.03953202726729146 0.19748010287423526 1.349733532883094 0.22392441497979115 6.46055938761836
2.0 0.69 0.01 -0.048797397639162826 -2.8323330365762277e-5 0.04879310782715291 0.826917815393945 1.155836770547607 0.7379927358250491 0.04143760563278717 0.19461452168366758 1.355026887740346 0.23714042685465617 6.602464233933157
2.0 0.7 0.01 -0.04805317266567197 -5.1753386680886235e-5 0.04804551658147044 0.8263206590827468 1.1286290655724822 0.73494291986208 0.04356516126726172 0.19160871577742647 1.3606498858274048 0.25193640639136233 6.7597724004325555
2.0 0.71 0.01 -0.04725793152388691 -6.339198617265217e-5 0.04724880002086243 0.8254197307300567 1.1009570896424306 0.7314223146405343 0.04595545741766248 0.18842175395589933 1.3671991952986307 0.2685085987480714 6.942119605361555
2.0 0.72 0.01 -0.04640626317234403 -5.7079461856778686e-5 0.04639828474949889 0.8240867387960508 1.0728326156875136 0.7274814280046025 0.04863455561614481 0.1850200419906751 1.3746055383748899 0.2871882538567639 7.154228719721345
2.0 0.73 0.01 -0.04549205920939231 -5.691760241827524e-5 0.04548437417410251 0.8223261477943467 1.0443695677882074 0.7229621936993613 0.05163748054010103 0.18136614910068452 1.3831981930936805 0.3083447086696849 7.406290312527958
2.0 0.74 0.01 -0.04450845730159178 -4.012192951765862e-5 0.04450325273829349 0.8201384572448138 1.0157720511328305 0.7177656576871243 0.055006656558041815 0.17745544307262162 1.3932123796815898 0.3324493186921324 7.708990595008838
2.0 0.75 0.01 -0.043447829782157193 -4.733101934517673e-5 0.04344197197386662 0.8173428079294128 0.9869536939012018 0.711824151273567 0.058775312305288624 0.17320594143672877 1.4048413476992012 0.360182447876913 8.079987769719263
2.0 0.76 0.01 -0.04230182841803096 -6.044943352849691e-5 0.042294753924671726 0.8141111203116245 0.9584183380836971 0.7048594328228699 0.06297659752370158 0.16862169579008487 1.4187225898291933 0.3921727433152516 8.544701430756017
2.0 0.77 0.01 -0.041061617045610066 -8.797371152187113e-5 0.04105199212990852 0.8103859855083009 0.9303548272888803 0.6967359347957478 0.06762963998143473 0.16364775041641555 1.4352639932274414 0.4293817923262796 9.14020592489059
2.0 0.78 0.01 -0.039718413786102 3.830394132062364e-5 0.0397222887586552 0.8061694235712258 0.9035790013218702 0.687783053346803 0.07258338830010654 0.15838377299069753 1.4539468443340176 0.4725346367404718 9.884958098332005
2.0 0.79 0.01 -0.03826434511097901 1.8502968246669802e-5 0.0382660443361564 0.8016772534290321 0.8782873869198923 0.6773221684008028 0.07772327907037627 0.15255277490244118 1.4764022892696074 0.5226476252368648 10.88906196356762
2.0 0.8 0.01 -0.03669422159027817 -2.273379273419577e-5 0.036692365564360375 0.796914482174481 0.8548984113868304 0.6656944461748573 0.08288529348427176 0.14619057342181366 1.5021906908583849 0.5814297008211852 12.248639696355978
2.0 0.81 0.01 -0.03500809338978768 9.113619377884555e-5 0.03501454138738275 0.7929685555374081 0.835169261641361 0.6526392383164019 0.08772140559718172 0.1394877485920245 1.5322400819473818 0.6484641448718864 14.134030361385978
2.0 0.82 0.01 -0.0332139628095543 -8.883470655960528e-5 0.033208671582169336 0.7902008397851829 0.8198575567360308 0.638165719750182 0.09127149641575175 0.13217711766910079 1.5669910950269557 0.7217839898878217 16.789054806465035
2.0 0.83 0.01 -0.031329693125383445 -5.941556214397373e-5 0.03132677196715485 0.789209993550904 0.8095206371459438 0.624041327829465 0.09325185349092843 0.12463286716994161 1.6024579709779734 0.8002666662529947 20.33972742811461
2.0 0.84 0.01 -0.029382305937066394 -9.978674468714525e-5 0.02937828369419833 0.790065008822936 0.8037845126901887 0.6117758671852371 0.09316993553144481 0.11672289836392817 1.6345855625214174 0.8822237959096004 24.808731834520678
2.0 0.85 0.01 -0.027404475911397594 3.705882847782362e-5 0.027405692718969376 0.7938215313870456 0.8031308681264878 0.6002723102033691 0.09130974472383274 0.1088573826271351 1.6659105925795636 0.9617609956539057 30.455783919514047
2.0 0.86 0.01 -0.025430411010332513 -7.910828590934746e-5 0.025428388769800168 0.8001446031853682 0.806330984076169 0.5864567476100184 0.0882124026133587 0.1009453157125649 1.7051555874756135 1.0380674136609125 39.11912784065214
2.0 0.87 0.01 -0.023491513091060984 -5.910228788857248e-5 0.023490311349456807 0.8083379029457682 0.8125518840771752 0.5759727526411993 0.08385274768555219 0.0931940552063824 1.736193240764203 1.110801031444683 49.18052906145728
2.0 0.88 0.01 -0.021615639956081636 -2.2936970190644042e-5 0.0216152687818716 0.8182765917844722 0.8211799270356022 0.566647981084536 0.07882854172189416 0.0856962073943991 1.764764074665976 1.1795272420520755 61.795700160068264
2.0 0.89 0.01 -0.019826225393528796 -8.199355633765989e-5 0.019825189414006725 0.829733744192649 0.8317349502835117 0.5571770508434213 0.07349876312618382 0.07851814105633435 1.7947616444113637 1.2437735235833436 79.14592382458224
2.0 0.9 0.01 -0.01814267602251607 5.22470734471305e-5 0.018143259304976317 0.8422735459790895 0.8437838967560696 0.5545552839338228 0.06781803107601118 0.07176607723445665 1.803246725748175 1.3046432011524918 89.57422348155114
2.0 0.91 0.01 -0.016581106488063442 9.072730083904874e-5 0.016581977980836642 0.8559958384143588 0.8571297478614128 0.5504705917383745 0.062418679884227835 0.06549996461397994 1.8166274729445888 1.3612220410951716 104.1056261498154
2.0 0.92 0.01 -0.015154869350995734 2.559173424527515e-5 0.015155049695220474 0.8707837734208577 0.8715626840651286 0.5402486774436852 0.05757482198245599 0.05979026085284596 1.8509994410939257 1.4136883276789014 141.9049281019073
2.0 0.93 0.01 -0.013874549648588707 9.858012598848966e-5 0.013875238406470179 0.8862092029074741 0.8868653535811849 0.5417910856058086 0.05272990717844222 0.05463500212509729 1.845729888452932 1.462944496800522 143.12740171897707
2.0 0.94 0.01 -0.01274940704064793 9.141778690506591e-5 0.012749959803595494 0.9024632620210173 0.902978204529109 0.5379708271987909 0.048579636269663 0.05011573365196532 1.858836854048346 1.5085044105775007 165.38334797583212
2.0 0.945 0.01 -0.01224736735107336 8.233910524390444e-5 0.012247824311933976 0.9108516592280244 0.9113063127785733 0.5357526884438926 0.04672490728819234 0.04809880838675569 1.8665328640805052 1.5299282057180041 180.1885289100757
2.0 0.95 0.01 -0.011786712515079168 9.15220669146897e-5 0.011787214839679774 0.9193799331854291 0.9198014611315863 0.5359264223935156 0.044960990509506985 0.04624466164772096 1.8659277807835633 1.550444336037838 182.1970630230559
2.0 0.955 0.01 -0.011368272218534207 6.0268909454746456e-5 0.011368566138250852 0.9280886763204641 0.928457649993826 0.5325609600392625 0.04342339330341528 0.044562502766838596 1.8777193129709762 1.5701559106570817 205.0522848303333
2.0 0.96 0.01 -0.010992557363358673 9.435108456353158e-5 0.01099301696025221 0.9369216273941241 0.9372676280065142 0.5330885507839298 0.04198164082979697 0.04305601304499984 1.8758609588020443 1.589089979693336 205.29095363829546
2.0 0.965 0.01 -0.010660302438745092 -2.1331108484526154e-5 0.01066022580619427 0.9459573355688541 0.9462301362498384 0.5245718876873866 0.04085401153517555 0.04172001970637568 1.9063164143404911 1.6069740573892726 278.35571510554905
2.0 0.97 0.01 -0.010371849739246392 2.982726810698924e-5 0.01037195689446717 0.9550715761729032 0.9553304429669807 0.5251154912505172 0.03973914262813435 0.04056465138308785 1.9043429810431292 1.62432116419519 278.35571510554905
2.0 0.975 0.01 -0.010127723800621453 4.801790670942059e-5 0.010127896306174972 0.9643250182667328 0.9645725095765847 0.5253959354366771 0.03879085345473617 0.03958349592758352 1.903326486850089 1.6406226763851939 278.35571510554905
2.0 0.98 0.01 -0.009928323634338394 6.097401580660202e-5 0.009928542685044011 0.9737132974867516 0.9739509256380222 0.525616873985598 0.03801819101871354 0.038782170151012894 1.90252643987108 1.6560711125306922 278.35571510554905
2.0 0.985 0.01 -0.009773994789431768 7.005402993802897e-5 0.009774246460319543 0.9832334166983527 0.9834626087291782 0.5257850789291751 0.03742277789992404 0.038162122740443255 1.9019177988783564 1.6706751830297424 278.35571510554905
2.0 0.99 0.01 -0.009665032593161371 7.646131967117714e-5 0.009665307282400793 0.9928834344921391 0.9931057281299738 0.5258692455504388 0.03700566898581944 0.03772488544099584 1.901613392418998 1.6844012279054665 278.35571510554905
2.0 0.995 0.01 -0.009601685146019216 8.060267993553706e-5 0.009601974713200925 1.002660193840597 1.002876669678093 0.5259503099862286 0.036768763469596705 0.03747088658475712 1.9013202977791206 1.697350914386675 278.35571510554905
2.0 0.0 0.01 -0.053961184867595935 0.054548174316856 0.07818759023127332 7.073563333746722e-7 1.9411025349172195 1.1296652584685676 2.3381553663732232e-8 0.31240367780141987 0.8852179816131126 0.0 2.2516
2.0 0.01 0.01 -0.05395714049851835 0.05456375348766486 0.07819046501782234 0.0363357355922995 1.9408787115722446 1.129664032648697 0.0012344395348400526 0.3124116946528161 0.8852189421799355 0.0018457223455630068 2.2516
2.0 0.02 0.01 -0.05394817752153225 0.05452276523495149 0.07816329798473685 0.02606964583400287 1.9411153940301302 1.1301462177936235 0.0008667477256513312 0.31223973573686775 0.8848412570475117 0.003675076744829138 2.2516
2.0 0.03 0.01 -0.05393249287958768 0.054510372861956015 0.07814210953527964 0.03047888770397866 1.9395813326670064 1.1300523675014749 0.0010037098003905427 0.31220674738820586 0.8849147426777947 0.005526299497352093 2.2516
2.0 0.04 0.01 -0.05391082581683043 0.05448080845653659 0.07810731207395274 0.04313207158686513 1.9385712902273842 1.1303691573755077 0.0014252639158782933 0.31205670492897986 0.8846667422541862 0.007409959586763471 2.2516
2.0 0.05 0.01 -0.05412293578711175 0.054472303193171485 0.0780761128427991 0.05917005753654104 1.9369461556913548 1.1231270702193026 0.0019481713197805892 0.31194100760970833 0.8903712024363721 0.009270576677203346 2.274116
2.0 0.06 0.01 -0.05409001947259229 0.05443739639083932 0.07802784691448149 0.07257625274425818 1.9351628489214718 1.1234878872189813 0.002401571244949698 0.3117486490291241 0.890085252699381 0.011195646813428717 2.2741160000000007
2.0 0.07 0.01 -0.0540518255774175 0.05439645377652188 0.07797164927001798 0.085852929639975 1.933092847261969 1.1239099390830354 0.0028551865298461648 0.31152399885299586 0.8897510069319885 0.013146162548884132 2.2741160000000016
2.0 0.08 0.01 -0.05400852258207789 0.05434997015890567 0.07790790597276931 0.09917381989240816 1.9307349556216005 1.1243876297788207 0.0033157721731709644 0.3112691573990394 0.8893730004809024 0.015124102390767256 2.2741160000000025
2.0 0.09 0.01 -0.05396026471675458 0.05429654766080761 0.07783615656255644 0.11215756985972429 1.9280971092953298 1.1249239614943058 0.003768751276979247 0.31098212382453805 0.8889489727569119 0.01712791141492919 2.2741160000000034
2.0 0.1 0.01 -0.05390718930928856 0.05423665072674129 0.07775674259801314 0.12503300272745713 1.9251825832743226 1.1255156185527775 0.004222832252525157 0.31066445562884215 0.8884816732137675 0.01915978744277097 2.2741160000000042
2.0 0.11 0.01 -0.05408524712437757 0.05419081880337288 0.0776787120324752 0.14077751350018664 1.9219336027707687 1.1187085209643546 0.00474095266796401 0.31035021568593235 0.8938878905990415 0.02111417733412864 2.2968571600000036
2.0 0.12 0.01 -0.05402258700742507 0.05412072265755838 0.07758553362860646 0.15329315701133145 1.9184598507213761 1.1193931447307488 0.005188878628324114 0.3099779655213807 0.8933411864341309 0.023194102789674043 2.2968571600000045
2.0 0.13 0.01 -0.05395541665953335 0.05404377004337588 0.0774848598415272 0.16579306180709624 1.9147295544957583 1.120135019420287 0.005641866567047298 0.30957485449665195 0.8927495191763024 0.02530565175969932 2.2968571600000054
2.0 0.14 0.01 -0.05388382791740243 0.05395868379589841 0.07737622645902452 0.17802556385164578 1.9107367186750561 1.120930376749355 0.006089227859487998 0.3091404326321127 0.8921160678149813 0.027447103360089035 2.2968571600000063
2.0 0.15 0.01 -0.05404007781819242 0.05388480788688163 0.07726803289812713 0.19323684659903193 1.9063725142675474 1.114372736862912 0.006593854266476481 0.3087053999746306 0.8973658156920781 0.029477951721727572 2.319825731600007
2.0 0.16 0.01 -0.05395945900789112 0.05378842812152118 0.07714586796474959 0.20518520611470425 1.901844285337346 1.1152574909030193 0.00703849096336542 0.3082169704755176 0.8966539190786376 0.031675573200348965 2.319825731600008
