#1=α 2=ρ 3=ϕ 4=q0 5=δq 6=qh0 7=δqh 8=ρh 
2.0 0.26 -0.01923467126275588 1.9376805707972191 4.92965255668332 0.07695337926548317 0.2028540527961269 0.05274205372699299
2.0 0.27 -0.0193231686973572 1.9340947519210472 4.906689480418745 0.07730626126888192 0.2038034002336456 0.05502691806308432
2.0 0.28 -0.019414952142479486 1.9303539422365683 4.882902579879747 0.07767371234583219 0.20479622184570132 0.05734294211679637
2.0 0.29 -0.019510057812278353 1.9264556699387099 4.858343671335749 0.07805433168454888 0.20583146595824514 0.059691125127891084
2.0 0.3 -0.019608422365907208 1.9223975253931977 4.833018758542371 0.07844815518819184 0.2069100183467109 0.06207300550401327
2.0 0.31 -0.01971008966058016 1.9181759192860557 4.806943662058635 0.07885484894466106 0.20803239444910349 0.06449004227922207
2.0 0.32 -0.019815000517427628 1.913789033131171 4.78011587315709 0.07927475077769851 0.20919994965300642 0.06694398388896206
2.0 0.33 -0.01992315872780595 1.9092330712007883 4.75259134725888 0.0797061649030055 0.2104115264563538 0.06943580373059675
2.0 0.34 -0.02003452817089768 1.904504472356929 4.724294423802776 0.08015179239841512 0.21167182023237652 0.07196841887900803
2.0 0.35 -0.020149109689715228 1.8995999339052143 4.695273294912949 0.08061021855117588 0.2129801477335602 0.07454305170674606
2.0 0.36 -0.020266851367887223 1.894515470258766 4.66553733648053 0.08108127537914107 0.2143375838364536 0.07716153018112329
2.0 0.37 -0.020387762696810224 1.889247418685876 4.635090496239579 0.08156498817741839 0.21574551798099603 0.07982584165296853
2.0 0.38 -0.02051175165365801 1.883791167434757 4.603942864946497 0.08206111424866892 0.21720512815521684 0.0825379486989824
2.0 0.39 -0.020638845942610173 1.8781418541087436 4.572103810932499 0.08256940542860607 0.21871769350662357 0.08529990046758319
2.0 0.4 -0.020768928369073014 1.872294412904101 4.539581014894125 0.08308964385553506 0.22028464669295533 0.08811385867718213
2.0 0.41 -0.02090203751252434 1.866245207821168 4.506367211940972 0.08362221503041294 0.221908236272934 0.09098237687190293
2.0 0.42 -0.02103803669619106 1.859986704614637 4.472484850537028 0.08416620219626449 0.22358935433396185 0.09390752882026397
2.0 0.43 -0.021176977431375726 1.8535140522569493 4.4379295566171155 0.08472178316372682 0.22533030036697255 0.0968920291577982
2.0 0.44 -0.02131869927436736 1.846820928023622 4.4027057434207455 0.08528871555105301 0.22713305368962397 0.09993854362343454
2.0 0.45 -0.02146313334084865 1.839899259843841 4.366827003094259 0.08586627349159416 0.2289992251333559 0.10304965131001016
2.0 0.46 -0.021610246340175332 1.8327431728425951 4.330284829036901 0.0864546674772156 0.23093169144312617 0.10622857806383804
2.0 0.47 -0.02175991367640584 1.8253436769544238 4.293090011822172 0.08705314937534839 0.23293245593412495 0.10947825428903872
2.0 0.48 -0.021912061009028566 1.8176931112093941 4.25523750584592 0.08766162580830276 0.235004508826166 0.11280216423655967
2.0 0.49 -0.022066557567767014 1.8097817316001208 4.216731907413955 0.0882794509599739 0.23715048097835603 0.11620373567939446
2.0 0.5 -0.022223299768382193 1.8015997545634055 4.177570890076164 0.08890619949594386 0.23937355614371594 0.11968677807185797
2.0 0.51 -0.0223821297298559 1.7931367717648836 4.137714115520786 0.08954299372087958 0.24167933600075142 0.12325646136038322
2.0 0.52 -0.022542952024209 1.7843809984873167 4.097232714739174 0.09018600744853016 0.24406717158209043 0.12691492922268702
2.0 0.53 -0.02270553092809774 1.7753189024062974 4.056089123386712 0.09083586873122391 0.2465429061294961 0.13066774024863292
2.0 0.54 -0.02286973246722701 1.7659387027527227 4.014262868845491 0.09149253265812547 0.2491117379883001 0.13452033851368206
2.0 0.55 -0.023035289867941844 1.7562233266900478 3.9717569127088272 0.09215447707298986 0.25177774520897794 0.13847775986493788
2.0 0.56 -0.023202051237426774 1.7461570296837847 3.9285537659644247 0.09282105870533681 0.2545465989707561 0.14254609542362343
2.0 0.57 -0.023369696017457114 1.7357216016984045 3.884637939357893 0.09349125850156857 0.2574242479249672 0.1467318213172313
2.0 0.58 -0.023537995750322088 1.7248979695441555 3.839952683738556 0.09416586562517099 0.2604198755455512 0.15104352781641966
2.0 0.59 -0.02370661002950228 1.71366271669252 3.794549854670056 0.09483990812366973 0.263535870735569 0.1554861637339857
2.0 0.6 -0.02387518444512171 1.7019910493769304 3.7483679461833592 0.0955135943049174 0.26678277435869496 0.16006966461521696
2.0 0.61 -0.024043334907489 1.6898565555836396 3.701368238822664 0.09618571937577035 0.270170362816449 0.1648039213180339
2.0 0.62 -0.024210581206958792 1.6772275381373827 3.653484438839162 0.09685589765306431 0.2737113067649289 0.1697010101942559
2.0 0.63 -0.024376472804424537 1.6640700216797528 3.6047310723522994 0.09751897990666823 0.2774132050154413 0.17477031915972802
2.0 0.64 -0.0245403946008817 1.6503432779689173 3.555024777721 0.0981740408511219 0.2812919916246166 0.1800268746397546
2.0 0.65 -0.024701756810719955 1.6360034981556326 3.5042930827356176 0.09881893972886388 0.28536425932141285 0.18548676855891835
2.0 0.66 -0.024859808116897225 1.6209989386028292 3.4524271224394996 0.09945245184801589 0.2896512987921946 0.19116985720284843
2.0 0.67 -0.025013731967417574 1.6052687714247138 3.3993946688607224 0.10006752923005281 0.2941700206687508 0.19709391384806305
2.0 0.68 -0.025162529926446242 1.5887423974671178 3.34504851865691 0.10066200793792546 0.2989493259731598 0.2032855416617487
2.0 0.69 -0.025305170064904375 1.5713378898766774 3.289214498465223 0.10123345706992448 0.3040239547972955 0.20977652881013387
2.0 0.7 -0.025440293962017912 1.552956275309675 3.2317740322353434 0.1017731990994021 0.3094275744608057 0.21659930212256398
2.0 0.71 -0.02556644861891011 1.5334773238337027 3.1724772430594386 0.10227690231721163 0.31521108691567196 0.22379987171012708
2.0 0.72 -0.025681804329399288 1.512754229202332 3.1110171806047235 0.10273922993278542 0.32143827627644883 0.23143555891904316
2.0 0.73 -0.025784273381100398 1.4906014484899324 3.0470881598236392 0.10314783218813614 0.32818216853229426 0.2395729830285748
2.0 0.74 -0.025871174615808762 1.4667861123117394 2.9801541183849976 0.10349658163217829 0.33555311580393 0.2483093056949082
2.0 0.75 -0.025939384241069507 1.4409952073005559 2.909627584020113 0.10376827229155168 0.34368659600701923 0.2577649470052644
2.0 0.76 -0.025984764192112486 1.4128070663660266 2.8345517912104747 0.10395020902194037 0.3527894614947068 0.2681199907359772
2.0 0.77 -0.02600204493823907 1.3816253744392943 2.753649756522644 0.10401797913476157 0.36315439087025253 0.2796288809700945
2.0 0.78 -0.02598412801814362 1.3465522708497242 2.6648594760835045 0.10394349963514228 0.37525430851974295 0.2926983606453995
2.0 0.79 -0.02592082852310265 1.3061267610806513 2.5647074559396095 0.10368734328041432 0.3899080176509405 0.30802733394424303
2.0 0.8 -0.02579665153517255 1.257699587467175 2.446670369829346 0.1031873326450188 0.4087187274310881 0.3269749819448705
2.0 0.81 -0.025584363799425164 1.1952921006278285 2.2953823754930194 0.10233717769042955 0.4356572615859754 0.3528823818846401
2.0 0.82 -0.025220611252516734 1.097065596112821 2.051710756168522 0.1008822611694546 0.4873981368930654 0.3996664722523136
2.0 0.83 -0.02397816965065172 0.7889649828435512 1.0214171434616304 0.09591263879848262 0.9790319326450243 0.8125965040953701
2.0 0.84 -0.02187772145572653 0.7713997852868336 0.8671226258616842 0.087511159786978 1.153239426783809 0.9687211184983996
2.0 0.85 -0.019666157449482476 0.7711459439444381 0.7863820739103435 0.07866461567371655 1.2716464848027695 1.0808995120823541
2.0 0.86 -0.01744952311746751 0.7769942977170099 0.7319491379244729 0.06979809573243123 1.3662151482760354 1.1749450275173905
2.0 0.87 -0.015281915765407404 0.7861268641115892 0.6914681578475259 0.061127670983533104 1.4461981924271163 1.2581924274115912
2.0 0.88 -0.013197885498576704 0.7973719734060917 0.6596551308546209 0.05279155023125397 1.5159436396779675 1.3340304029166115
2.0 0.89 -0.011221884168901259 0.8101281570448543 0.6337422517477259 0.04488756090263107 1.5779285620332453 1.4043564202095884
2.0 0.9 -0.009372283712122328 0.8240454904877533 0.6120903992948897 0.03748916563224699 1.6337456054726078 1.470371044925347
2.0 0.91 -0.0076634120009852445 0.8389032518402907 0.5936573328383223 0.03065369466321322 1.6844734237829109 1.5328708156424489
2.0 0.92 -0.006106766425742673 0.8545530357516196 0.5777283583719701 0.024427103640413922 1.7309172823331453 1.5924438997464938
2.0 0.93 -0.0047117549622987445 0.8708910686708397 0.5638065275476734 0.01884708105226232 1.7736580744277457 1.6495020092178037
2.0 0.94 -0.0034861982804421142 0.8878415813688894 0.5515146424528014 0.01394484554338314 1.8131884868053707 1.7043971775970483
2.0 0.95 -0.0024366757819400155 0.9053482694811287 0.5405796644745696 0.009746791316666255 1.84986610802679 1.7573728026254505
2.0 0.96 -0.0015687805027906217 0.9233678880235465 0.5307787743437093 0.0062752012602898975 1.8840240950412295 1.8086631312395802
2.0 0.97 -0.000887301186412679 0.9418669187499168 0.5219453617925789 0.003549277015181755 1.915909352208019 1.8584320716417784
2.0 0.98 -0.00039636791956299976 0.9608187870640258 0.5139403845658738 0.0015855055548523503 1.9457509665147283 1.9068359471844338
2.0 0.99 -9.956125645558828e-5 0.9802022389408365 0.5066589669257368 0.0003982766771795179 1.9737142047790392 1.953977062731249
2.0 1.0 -3.8719847751157135e-21 1.0000000000000009 0.4999956405031902 3.552775631714657e-15 2.0000174381392823 2.0000174381392823
2.3 0.0 -0.05888302731868755 1.7239354983965876 2.705253029520736 0.23556199752237678 0.36965118940358804 0.0
2.3 0.01 -0.058884102909990965 1.723869042341213 2.705131584857925 0.23556040179143184 0.3696677845904197 0.003696677845904197
2.3 0.02 -0.05888735088284258 1.7236678504393685 2.7046599917622474 0.2355740411705124 0.36973224103797253 0.0073946448207594506
2.3 0.03 -0.058892768138341156 1.7233323452693718 2.7038878666201547 0.2355943215266882 0.3698378221764036 0.011095134665292107
2.3 0.04 -0.05890034043733944 1.7228624095711578 2.7027896642997082 0.2356256607423749 0.36998809534041177 0.014799523813616471
2.3 0.05 -0.05891005966168339 1.7222577472872882 2.701384924120257 0.23566458935240828 0.37018049189182606 0.018509024594591302
2.3 0.06 -0.05892190941000458 1.7215180102103766 2.6996717161363835 0.23571136324933237 0.37041540792639155 0.022224924475583493
2.3 0.07 -0.05893586700194059 1.7206427689687653 2.6976484973522155 0.23576615237792511 0.37069321706720343 0.025948525194704242
2.3 0.08 -0.058951907924604585 1.7196315356317549 2.6953129121949257 0.23582925347122768 0.3710144360142774 0.029681154881142195
2.3 0.09 -0.05897001163358673 1.718483638345469 2.6926459110736842 0.23590385636624445 0.37138191690464534 0.033424372521418076
2.3 0.1 -0.05899014936178848 1.7171984602456427 2.689688196600258 0.23598268387609786 0.3717903068705105 0.03717903068705105
2.3 0.11 -0.05901227263960013 1.7157751242569992 2.6863975493437753 0.23607294452609753 0.37224572373671083 0.040947029611038195
2.3 0.12 -0.05903634274074632 1.7142129837135651 2.682815069476466 0.23616724748476808 0.3727427996724141 0.04472913596068969
2.3 0.13 -0.0590623514346269 1.7125108407247296 2.6788980187688773 0.23627285136041806 0.37328781946673845 0.048527416530676
2.3 0.14 -0.059090205647839844 1.7106677592792272 2.674668035087885 0.23638571853167822 0.37387817362057857 0.052342944306881
2.3 0.15 -0.05911990768519837 1.7086826902401866 2.670145997285716 0.2365018870086319 0.3745113566885594 0.05617670350328391
2.3 0.16 -0.05915135182207637 1.7065542546965624 2.665287091831087 0.23662896425837546 0.37519410312867535 0.060031056500588056
2.3 0.17 -0.059184499751999686 1.7042811613389974 2.660113686373926 0.23676267192746703 0.3759237829279122 0.06390704309774507
2.3 0.18 -0.05921926911552178 1.7018619507637482 2.6546467873602406 0.23689889581783677 0.37669794895553393 0.0678056308119961
2.3 0.19 -0.05925561729030976 1.6992951836698904 2.648840746292392 0.23704539446060727 0.3775236398789582 0.07172949157700206
2.3 0.2 -0.05929344026730221 1.69657878473554 2.642718598656976 0.2371975794808561 0.378398214818709 0.0756796429637418
2.3 0.21 -0.05933270582935518 1.693711588038851 2.636277597141039 0.23735556611758069 0.37932272423984065 0.07965777209036654
2.3 0.22 -0.05937324680942846 1.6906910234155132 2.6295410547971287 0.237514543479168 0.38029449974765683 0.08366478994448451
2.3 0.23 -0.05941505774220751 1.6875154662790315 2.6224618159573696 0.23768252742377732 0.3813210907076391 0.08770385086275699
2.3 0.24 -0.059457962327763625 1.684182518041158 2.615061699862153 0.2378549643585652 0.3824001552440284 0.09177603725856681
2.3 0.25 -0.05950191327705462 1.6806898105544215 2.6073395440232923 0.23803141558926172 0.38353270953614876 0.09588317738403719
2.3 0.26 -0.05954674931131848 1.6770349343522963 2.599294146636653 0.2382114135756303 0.38471982914821173 0.10002715557853506
2.3 0.27 -0.059592338652127985 1.6732149058108723 2.5909463734463305 0.23839031199153823 0.3859593584215549 0.10420902677381982
2.3 0.28 -0.05963862463861014 1.6692272054376658 2.5822498039243142 0.238575862849203 0.3872592026070728 0.1084325767299804
2.3 0.29 -0.05968540561990876 1.6650688027448273 2.5732242875118665 0.23876354389373688 0.38861750406022016 0.11269907617746384
2.3 0.3 -0.05973252969280424 1.660736230908542 2.5638686973835814 0.23895256751467256 0.39003557437262537 0.1170106723117876
2.3 0.31 -0.05977986765413423 1.6562261808011784 2.5541802300845577 0.2391424348949785 0.39151504980793556 0.12136966544046002
2.3 0.32 -0.059827256510422144 1.6515348629051738 2.5441568851885896 0.23933237508721764 0.39305752165746394 0.12577840693038847
2.3 0.33 -0.05987446854988682 1.6466581094188744 2.53379719235328 0.23952140185456725 0.39466457813509687 0.13023931078458198
2.3 0.34 -0.05992139066553809 1.6415925094146044 2.523115553519222 0.23970556696213402 0.39633539518442107 0.13475403436270317
2.3 0.35 -0.05996775013177713 1.6363327078750245 2.512070477801438 0.2398911603138696 0.39807800331907855 0.1393273011616775
2.3 0.36 -0.060013325502723536 1.630874369283064 2.500677471516992 0.2400737669442498 0.39989163392325344 0.14396098821237124
2.3 0.37 -0.06005792379743696 1.6252123445400608 2.4889327199798754 0.24025241940851041 0.40177863868015107 0.14865809631165589
2.3 0.38 -0.06010128339709031 1.6193409859731038 2.4768325030056855 0.2404259648860669 0.4037414717331431 0.1534217592585944
2.3 0.39 -0.0601431137394427 1.6132545382619787 2.4643715938514505 0.24059342961757268 0.4057829600434352 0.15825535441693975
2.3 0.4 -0.06018312634964018 1.6069466428909989 2.4515449441795614 0.2407536041546625 0.4079060440536455 0.16316241762145822
2.3 0.41 -0.06022106481511147 1.6004106817713835 2.438346221009441 0.24090537416382604 0.410114031954828 0.16814675310147947
2.3 0.42 -0.06025649745070133 1.59363924802274 2.424769482744439 0.24104729143251177 0.41241033719550324 0.17321234162211135
2.3 0.43 -0.06028921995329245 1.5866247286782735 2.4108068958756683 0.24117810859970576 0.41479887987327735 0.17836351834550926
2.3 0.44 -0.06031873270056132 1.5793585173690419 2.3964511534020394 0.2412961508551206 0.41728369826373657 0.1836048272360441
2.3 0.45 -0.06034465714111281 1.5718318597552483 2.3816924086973352 0.24140005683929935 0.41986949966681436 0.18894127485006645
2.3 0.46 -0.06036659951521539 1.564034086169521 2.366523562684967 0.24148738134387132 0.42256076202572784 0.19437795053183482
2.3 0.47 -0.06038403648445795 1.5559555799338136 2.3509304002308506 0.24155709739593836 0.42536350710416804 0.19992084833895896
2.3 0.48 -0.06039645426675705 1.547584387412613 2.3349020658599415 0.24160684575092403 0.42828348761244567 0.2055760740539739
2.3 0.49 -0.06040335052917678 1.538907853194293 2.3184252437069186 0.24163437216243713 0.4313272565998742 0.21135035573393834
2.3 0.5 -0.06040410771170457 1.5299119418075668 2.3014856515890254 0.24163706265400658 0.43450194847383267 0.21725097423691633
2.3 0.51 -0.06039805775829171 1.5205820808717234 2.2840649158305375 0.24161271763025308 0.4378159276775097 0.22328612311552995
2.3 0.52 -0.06038452519885201 1.5109011834505734 2.26614560827621 0.24155807499921791 0.4412779109814883 0.2294645137103739
2.3 0.53 -0.06036275733808627 1.5008519615289646 2.247703732632684 0.2414707861689286 0.44489849150569455 0.2357962004980181
2.3 0.54 -0.060331853429037685 1.4904136457996227 2.228716928302419 0.24134697188119542 0.4486886545801424 0.2422918734732769
2.3 0.55 -0.060290956019444675 1.479563693004638 2.209158217594994 0.24118279430710757 0.45266110504690454 0.2489636077757975
2.3 0.56 -0.060239048633525916 1.4682781666676687 2.1889939229502837 0.24097491858863898 0.45683087080123974 0.2558252876486943
2.3 0.57 -0.06017498854235526 1.4565283793933954 2.16819043982704 0.24071822923458053 0.46121409892378806 0.26289203638655917
2.3 0.58 -0.06009771219490451 1.4442838659116777 2.1467045781483214 0.2404084192326161 0.4658302824613939 0.27018156382760844
2.3 0.59 -0.06000565154211124 1.4315090451462862 2.124489337986668 0.2400398492542458 0.4707013502584475 0.277713796652484
2.3 0.6 -0.05989741555697442 1.4181637807420442 2.1014892061113826 0.23960648320048533 0.47585302703048876 0.28551181621829325
