#1=α 2=ρ 3=ϕ 4=Σ 5=E 6=q0 7=q1 8=δq 9=qh0 10=qh1 11=δqh 12=ρh 13=m 
2.0 0.51 -0.053759735689912796 -7.197520274483062e-5 0.05374683718955213 0.7704824562190263 1.5167475907557688 0.7781261903394361 0.02089411989293782 0.21494127997456755 1.2851385963037392 0.10318922447349888 5.580121776351173
2.0 0.5 -0.05405838578974731 -6.904663493748467e-5 0.05404592735996592 0.7661555425427701 1.5340478216914781 0.7790316896577316 0.020361677558109855 0.216138671960131 1.283644828927756 0.09930851428419096 5.542161905557237
2.0 0.49 -0.05434475739882877 -6.625902193185812e-5 0.05433272376796897 0.7616373870319687 1.5508786060284092 0.7799046115869057 0.019851715249740276 0.21728690683397997 1.2822080869162418 0.09559878554610268 5.506153770531936
2.0 0.48 -0.054619526365898674 -6.361161617888439e-5 0.05460790130964296 0.7569343767798589 1.5672528335021765 0.780747642198409 0.019362335556111065 0.2183886749551611 1.2808235926069858 0.09204638631565842 5.471940503307551
2.0 0.47 -0.05488331251406753 -6.30009356802238e-5 0.05487173048267152 0.7520969122190683 1.583193812436524 0.7815497732746381 0.01889387911425868 0.21944625731018516 1.2795090398530493 0.08864018487353409 5.439541089652416
2.0 0.46 -0.05513668463296681 -5.968653906829518e-5 0.05512564881127309 0.747023407072575 1.5986860605411066 0.7823484486825123 0.01843994809779639 0.22046189310787054 1.2782028285273856 0.085366800025799 5.408436338026621
2.0 0.45 -0.0553801662984838 -5.716256748963062e-5 0.05536953896189354 0.7418020595739285 1.6137607909398337 0.7831150737606052 0.018003010358919286 0.22143857261180952 1.2769515407204328 0.08221840360533861 5.3788234713494285
2.0 0.44 -0.055614239298728 -5.4898509580777594e-5 0.05560397892343032 0.7364182767959628 1.6284235240970626 0.7838599981600947 0.01758091397759763 0.22237735279873047 1.2757380174358142 0.07918559237518608 5.35053621217847
2.0 0.43 -0.055839347831943054 -5.276350729159818e-5 0.05582943636959426 0.7308779610411094 1.64268400172039 0.7845844563962947 0.01717265003394091 0.22328018474127018 1.2745600449353003 0.07626048432574084 5.323483602601398
2.0 0.42 -0.05605590176218317 -5.0747370867426166e-5 0.056046322422768156 0.7251863109733665 1.6565512231606017 0.7852897501429568 0.016777269918383002 0.2241487152110366 1.2734153219470332 0.0734358796412593 5.297585633921232
2.0 0.41 -0.056264278932044054 -5.458752808253228e-5 0.05625392620911772 0.719305518207255 1.6700289317065122 0.7860306663345775 0.01639120317147381 0.2249667245157738 1.2722149946937875 0.0707021295732745 5.272770117673452
2.0 0.4 -0.05646483057544549 -5.247626962443421e-5 0.05645483313419819 0.713327971055073 1.683134627531758 0.7866998099455551 0.01601930863766924 0.2257715873033028 1.271132886213875 0.06805978352897313 5.248970044070519
2.0 0.39 -0.05665787945856565 -5.049521707524051e-5 0.05664821739160061 0.7072147294290584 1.695870878942216 0.7873527359147139 0.01565799596113322 0.22654637269470254 1.2700787771293407 0.06550000299443415 5.226129901388486
2.0 0.38 -0.056843724863752276 -4.862029590849904e-5 0.05683438234261269 0.7009701536475856 1.708244472493412 0.7879905157813192 0.015306618577636412 0.22729225950257612 1.2690508070499642 0.06301780471718033 5.204194369171856
2.0 0.37 -0.05702264375338795 -4.684021803428588e-5 0.05701360667423838 0.6945992506686055 1.7202618321517664 0.7886138815523309 0.014964617314153892 0.2280103655660781 1.2680476762995465 0.06060863472923117 5.18311472756537
2.0 0.36 -0.057194892463887925 -4.51481148327005e-5 0.05718614765367967 0.6881070694223481 1.73192893239281 0.7892234926452786 0.01463148713354013 0.22870172033950806 1.2670682123871555 0.058268306807551795 5.162846735094737
2.0 0.35 -0.05736070823038292 -4.353760869482171e-5 0.057352243395713855 0.6814987581485241 1.7432513173560205 0.789819930931392 0.014306773574896006 0.22936727696043488 1.2661113765776388 0.055992966214169014 5.143350153540854
2.0 0.34 -0.05752031055817314 -4.2003681666724726e-5 0.057512114059542686 0.6747796041149431 1.7542341199329827 0.7904037078428092 0.013990068391519714 0.23000791689042896 1.2651762511707176 0.053779056004676924 5.124588383468251
2.0 0.33 -0.05767390245847037 -4.054014983337725e-5 0.057665963571426226 0.6679550785333199 1.7648820773402405 0.7909752677343369 0.013681006201798834 0.23062445660970707 1.2642620329512853 0.05162328788110848 5.106528107522775
2.0 0.32 -0.05782167161332996 -3.887448329815722e-5 0.057814032949762194 0.661068963569088 1.7752037111581813 0.7915314961572442 0.013380744148221971 0.23121811124626743 1.2633736052890352 0.04952367206101371 5.089173381348283
2.0 0.31 -0.05796379116891209 -3.7589653160346496e-5 0.057956380583951084 0.6540507911786192 1.7851943746451737 0.7920800926649889 0.013085981324454517 0.23178852647243173 1.2624985898022696 0.04747520984538234 5.072427258863198
2.0 0.3 -0.05810042099022461 -3.62814342499015e-5 0.05809324549657966 0.6469452737178507 1.7948621843541228 0.7926173014341393 0.012798005549223465 0.2323370610457509 1.2616429116430172 0.04547640655383489 5.056298011696873
2.0 0.29 -0.0582317082334608 -3.502382515623774e-5 0.05822476011642539 0.639759164778097 1.8042104253093127 0.793143452074601 0.012516588765065468 0.232864187998949 1.2608059707034485 0.043524796456972936 5.040764998308204
2.0 0.28 -0.05835778816815829 -3.381473898349404e-5 0.0583510599485088 0.6324996564388705 1.813242041966622 0.7936587193447902 0.012241543459220199 0.23337044602333987 1.2599874172938665 0.041618093375550565 5.025807828091536
2.0 0.27 -0.05847878445960969 -3.630489503013649e-5 0.058471540009784564 0.6251696320038203 1.8219589444040114 0.7942152888330245 0.01197235164694825 0.23383981074820423 1.2591044444250663 0.039753732839598044 5.011408168529862
2.0 0.26 -0.058594811380065115 -3.497485931231201e-5 0.05858781297769387 0.6177895948961001 1.8303648704916906 0.7947073729925984 0.011709723532389964 0.23430636160171045 1.2583248048075095 0.037930667225127834 4.997549077205604
2.0 0.25 -0.05870597193294491 -3.369346800476325e-5 0.058699211900853816 0.6103619566577361 1.83846109266177 0.7951886481884962 0.01145310696774943 0.23475342445511413 1.2575632238690542 0.03614648695637879 4.984217168014175
2.0 0.24 -0.058812360034113775 -3.195435112119507e-5 0.05880593234272374 0.6028710086779501 1.846247626383336 0.7956648079950908 0.011201679290324715 0.23518099305785964 1.2568106443211802 0.03439906238789092 4.971357394462932
2.0 0.23 -0.058914060508549526 -3.065671040425248e-5 0.058907878524218506 0.5953780016504702 1.8537291477982603 0.7961240005413819 0.010956925658610827 0.2355903740425269 1.2560857345337884 0.03268745646234367 4.959040457352994
2.0 0.22 -0.05901114957178294 -2.9482140265384533e-5 0.0590051902352516 0.5878704134495695 1.8609050101595561 0.7965724981427047 0.010718094245938581 0.23598109667455344 1.2553785152407426 0.031009706154438987 4.947218555346193
2.0 0.21 -0.05910369521518971 -2.833514541413558e-5 0.05909795457047174 0.5803619041824508 1.8677759656887458 0.7970097222934047 0.010485244551821768 0.2363536252159015 1.254689838817134 0.029364330523806666 4.935882084016604
2.0 0.2 -0.05919175756348333 -2.7208144041525423e-5 0.059186233094988196 0.5728676331603781 1.8743424614655047 0.7974353525346496 0.010258466564884047 0.23670821391874594 1.2540201494973862 0.027749908055874073 4.92502474500551
2.0 0.19 -0.05927538922615294 -2.609672450160152e-5 0.0592700792309524 0.5654044602251639 1.8806046397816485 0.7978490215961931 0.010037891194292032 0.23704507856603382 1.253369964657448 0.026165079947126912 4.914641824711605
2.0 0.18 -0.05935463562775395 -2.499602556643672e-5 0.05934953931770364 0.5579911921431303 1.8865623377839746 0.7982502904548219 0.00982369436323593 0.23736440627475372 1.252739913730851 0.02460854218799824 4.904730151754889
2.0 0.17 -0.05942953532750073 -2.3900594161244637e-5 0.059424652960278254 0.5506488231178993 1.8922150912558622 0.798638642933597 0.009616100396207562 0.2376663569947368 1.2521307462994185 0.02307903664688915 4.895288099435843
2.0 0.16 -0.0595001201897849 -2.2751041040514834e-5 0.05949546416590367 0.543473550744798 1.8975642729495905 0.7990066660479953 0.009417426094840031 0.23795183844432796 1.2515540138684278 0.02157616365217052 4.886366913244714
2.0 0.15 -0.059566416267385625 -2.1777793689592214e-5 0.05956195165408688 0.5363477481962314 1.9026043485610864 0.7993678000270741 0.009223929802753177 0.23821913482935383 1.2509885936938292 0.0200970366631692 4.877867853796094
2.0 0.14 -0.05962844332397976 -2.0668546878441962e-5 0.059624199128529294 0.5293690249556262 1.9073362244219982 0.7997137812834194 0.009037980561431565 0.23846960484075194 1.2504473768041757 0.018641335194136136 4.8698386112635506
2.0 0.13 -0.059686215682706545 -1.9533460116220102e-5 0.05968219834340846 0.5225717177597505 1.9117583062935275 0.8000438876075315 0.008860082888052729 0.23870310886797694 1.2499314293749835 0.017207901546911764 4.862287864391478
2.0 0.12 -0.05973974250981856 -1.837443068463978e-5 0.059735958042166824 0.5159914187486949 1.9158686604214599 0.8003571853642861 0.008690757132079275 0.2389196699148499 1.2494421469394879 0.015795559136666526 4.85522202210095
2.0 0.11 -0.05978902802753783 -1.7117963020949523e-5 0.05978549760036862 0.5097406441488038 1.9196662558789124 0.8006461837099232 0.008532504714321414 0.23912008312310104 1.2489911528290063 0.014403665657303222 4.848694563158844
2.0 0.1 -0.05983407278658348 -1.6014366881335173e-5 0.059830765827017185 0.5037161637421733 1.923146175596134 0.8009230358579082 0.008382152148442776 0.23930254922088776 1.2485594186073727 0.013029840423284256 4.842625547814671
2.0 0.09 -0.05987486785774193 9.06671559369919e-5 0.05989362317136245 0.49816388913533577 1.926293481675986 0.8012462125519342 0.008254544343427043 0.2395791497522559 1.248055821462227 0.011680534345748228 4.83421166776921
2.0 0.08 -0.059911414418883036 -6.594892046828423e-5 0.05989777229375476 0.4936675443377331 1.9291668497859895 0.8012084260966978 0.00813214711372554 0.23959236065129727 1.2481146820581606 0.010334961372038265 4.83421166776921
2.0 0.07 -0.05994371032368534 -1.689493706778051e-5 0.05994021069623333 0.4879292687722963 1.931660536665529 0.8016457766703131 0.007997759711611532 0.23973792147025105 1.247433753288843 0.009007317931186698 4.827638741395719
2.0 0.06 -0.059971724141566984 6.59413683525418e-5 0.05998540019097083 0.48389140356996396 1.9338383320086505 0.8018359724119017 0.00790852742761183 0.2399480569237333 1.2471378616152935 0.00769921870058532 4.821667895846912
2.0 0.05 -0.05999545689800628 -4.0419199718796785e-5 0.059987074072686934 0.4806109027481934 1.9357159264315225 0.8018292245534528 0.007822626638906996 0.23994897347945351 1.2471483570044601 0.006395610133158591 4.821667895846912
2.0 0.04 -0.06001489650768049 6.710439140014556e-5 0.06002883134154914 0.47702737869017886 1.9372169995227697 0.8021347870640025 0.007747094199296783 0.24012200183776142 1.2466732725309546 0.0051060764820753946 4.815586036595976
2.0 0.03 -0.06003002988272005 -1.851265770682472e-6 0.0600296454506371 0.47485314397946293 1.9384176354656346 0.8021396222905448 0.007691116986779388 0.240119360095381 1.2466657576949718 0.003821626670119649 4.815586036595976
2.0 0.02 -0.06004084341893923 -5.128119345738996e-5 0.060030194415252515 0.4732252736096668 1.9392772067131299 0.802129549045957 0.007649471403483356 0.24012123541750083 1.2466814134816364 0.0025438726558579816 4.815586036595976
2.0 0.01 -0.0600473332388628 -8.15105140121096e-5 0.060030406843322844 0.4722151012570004 1.9397935791654712 0.8021249312330396 0.007623727597871195 0.24012164022702007 1.2466885905949632 0.001270748890003226 4.815586036595976
2.0 0.0 -0.06004949633324175 -9.043425313078503e-5 0.0600307168425539 0.47195668357136106 1.9399654802469422 0.8021253362391221 0.007617156511420129 0.24012188675204268 1.246687961121689 0.0 4.815586036595976

2.5 0.77 -0.0676982586399878 4.7553928048448464e-5 0.06770061918012905 0.6836943357057985 0.6942929415196446 0.41460326649316137 0.23013308860492152 0.27083137990949185 2.41194433526368 1.2258882446605772 20.145358775007388
2.5 0.76 -0.0722082999202871 -4.045250240632063e-5 0.07220570886437486 0.6851397925602418 0.7015555640267975 0.4245141448343386 0.23202038026021682 0.28882028427212875 2.3556341105906733 1.116328627797647 15.61236182329141
2.5 0.75 -0.07655445189327115 3.4019116522877895e-5 0.07655718346217608 0.6885091024542207 0.7130525473507277 0.4345025269558871 0.2300071323987381 0.3063226591132339 2.3014825874684135 1.0132834656027823 12.454057615567399
2.5 0.77 -0.0676982826770817 7.564681743172897e-5 0.06770204263287655 0.6836862904778707 0.6942922908902754 0.4146991526438182 0.23013757821787184 0.27085704903950786 2.411386648910975 1.225954519112303 20.119070956978263
2.5 0.77 -0.06769829281655554 5.330597748346997e-5 0.06770093292618272 0.683712155850626 0.6942910662138678 0.41447301365750633 0.23021204612125923 0.27085045615354847 2.4127023160700345 1.2259782196322175 20.190819704861028
2.5 0.76 -0.0722084015157084 -3.373785962657269e-5 0.07220624066378244 0.6851242146957857 0.7015333338864286 0.42452527582401167 0.23204036085060134 0.2888223161121028 2.355572346214205 1.1164575595898338 15.613221443464903
2.5 0.75 -0.07655402756860313 -4.273514041141413e-5 0.07655059420830694 0.6883263478878628 0.7128353678296311 0.43464171296525933 0.22996038958409354 0.3061920297101061 2.3007455800265793 1.0139160212824931 12.447030525401777
2.5 0.74 -0.08069994860420837 -8.898703956921504e-5 0.08069128664054817 0.6927242072201072 0.7277171411229408 0.4441732566198411 0.2246922567527009 0.3227206925859871 2.251373726572374 0.920779926103926 10.273310193863935
2.5 0.73 -0.0846277777868551 -7.470941657690073e-5 0.08461922962803423 0.6976415377254641 0.7454435434122799 0.4529822176318259 0.21727150663312522 0.3384609514323067 2.207592177079176 0.8383448298678042 8.739825515934324
2.5 0.72 -0.08833377425788655 9.601184692286284e-5 0.08834636109350356 0.7024890834971169 0.7651114012298301 0.46119004820482523 0.20884145861979705 0.35346651831164033 2.1683035093503977 0.766878986268593 7.627957482266078
2.5 0.71 -0.09182427746809987 -8.417683684386969e-5 0.09181197207755683 0.707038183368258 0.7859054728616226 0.4680035126733797 0.1999253084028477 0.3671882790115544 2.1367360990256064 0.7047098662122525 6.840647320327135
2.5 0.7 -0.09511108969078841 -7.20148753504049e-5 0.09509953886646869 0.7111053818744487 0.8075072423123374 0.47417012827752814 0.19125921797212864 0.3803466899002239 2.108947696963963 0.651042845944971 6.234609180873946
2.5 0.69 -0.09820830446506262 -7.940438129722504e-5 0.09819454285469871 0.7148189911393228 0.8296784186089762 0.47934778766797814 0.1830162008444764 0.39282186200390035 2.0861679676566167 0.6041577813458568 5.769991970230861
2.5 0.68 -0.10113051285034225 -5.798229850984418e-5 0.10111976646218879 0.7177472078621182 0.8516886752322818 0.4841945079516883 0.17530915020741145 0.40451828878240725 2.0652857138556775 0.5634373701407513 5.395515002980522
2.5 0.67 -0.10389171438282296 -3.242480233253059e-5 0.10388534626475801 0.7201785765387186 0.8736938348242349 0.4884660511850689 0.16815972397618903 0.41560000846319056 2.0472251808982387 0.527506780834755 5.091740134495822
2.5 0.66 -0.10650493100100933 -1.9355377575159977e-5 0.10650093314824921 0.7221339513585141 0.895515889285424 0.4922453239776905 0.1615796533361374 0.42608079148243044 2.0315073628720173 0.4956204608011493 4.841443328840401
2.5 0.65 -0.10898205630304059 -6.569800995932287e-7 0.10898191442021905 0.7236012914462808 0.9170529728764781 0.4956569755635347 0.15552272210457077 0.43602209956472565 2.0175243148006814 0.4671474387478447 4.630441462141232
2.5 0.64 -0.11133384161034682 2.1817651472488367e-5 0.11133874434131198 0.7246199261373175 0.9382509741865659 0.49875082920827696 0.14994883655469454 0.44546638677811495 2.005009197854187 0.44155266625267586 4.450101714230297
2.5 0.63 -0.11356995647666146 6.144711583542399e-6 0.11357138728696585 0.725161876052913 0.9589995079778765 0.5015820901319592 0.14476981233409275 0.4543699645420673 1.9936916003857224 0.4183784740202644 4.294567605985478
2.5 0.62 -0.11569907386420852 1.2701143693581938e-5 0.11570212802622201 0.7253886533584973 0.9794145332257498 0.5041487491877934 0.140018300257769 0.46289871842575264 1.9835415670693348 0.3972959393186426 4.158634557528074
2.5 0.61 -0.11772898167083362 1.5154702289324198e-5 0.11773273407817463 0.7252532500804664 0.9994058684295613 0.5065125647666107 0.1356143654064427 0.4710223671516855 1.974284686226445 0.37800807674376335 4.038661294503748
2.5 0.6 -0.11966667185644908 3.978552060729386e-5 0.11967679059359607 0.7248485927818425 1.0190089592938287 0.5086722919859175 0.13156566917833698 0.4788306803560349 1.9659022434579263 0.36030160947275736 3.931866203199626
2.5 0.59 -0.12151844833588915 3.772574630085728e-5 0.12152828291051483 0.724059872670418 1.038131343287527 0.5107040092285984 0.12775088986975727 0.4862354380102962 1.9580813581441578 0.3439245927593093 3.836032338637775
2.5 0.58 -0.12328997100003758 -6.00525283931953e-5 0.12327396527296643 0.7230732473596135 1.0568461249213603 0.5125105674790333 0.12415093330754577 0.49317199149467855 1.9511792799099856 0.3286479480549276 3.75194004784877
2.5 0.57 -0.12498640054789062 1.0661718513987523e-5 0.1249893050995108 0.7215634349622447 1.0750838375375926 0.5144269110138406 0.12079854904388528 0.5000354406509143 1.9439107453169289 0.3145535785892271 3.670693417847999
2.5 0.56 -0.1266123375765162 6.287437941273305e-5 0.12662981706976387 0.7198237842478804 1.0928996335429473 0.5162069249447323 0.11765011978214779 0.5065938929738055 1.9372076422784617 0.3013710561228234 3.5970367402430026
2.5 0.55 -0.12817199759761505 -9.271077132581158e-5 0.1281457590173547 0.7178566824772079 1.1102172269174158 0.5177794634046049 0.11455786232763047 0.5125205515127406 1.9313241846723779 0.2888447903838522 3.5333760594472614
2.5 0.54 -0.12966922150719734 1.51085741816436e-5 0.1296735749330987 0.7157208714893576 1.1272291509861194 0.5193344687847974 0.11182680716913032 0.5187004614715106 1.9255413613117631 0.2772821417448834 3.4705022030908927
2.5 0.53 -0.13110748256408344 2.099612395899532e-5 0.13111363198641732 0.7134454711873441 1.1438408699195917 0.5207489596773103 0.1091975185070453 0.524466706536275 1.9203110854406003 0.2662970586890523 3.41432460140871
2.5 0.52 -0.13248997162540777 2.6310000492950018e-5 0.13249779731212685 0.7109315565444144 1.1600387605579747 0.5221123964583674 0.10669006234269003 0.5300009993658427 1.915296412771036 0.2559038479377218 3.362005334148921
2.5 0.51 -0.13381960175134794 3.0007546969186522e-5 0.13382865841576805 0.7082273128326585 1.1758414425868136 0.5234111600495188 0.10430435219772319 0.5353221018827846 1.9105439018636763 0.2460484785744843 3.3133111239671558
2.5 0.5 -0.1350990435122128 3.0231453309213262e-5 0.1351082940232673 0.7053918904195333 1.1912700665736389 0.524628164291236 0.10204317689905748 0.5404478049808591 1.9061119247209752 0.23668424158074242 3.2680846637690055
2.5 0.49 -0.13633074851591315 3.193082946087046e-5 0.13634064796553744 0.7023334171774397 1.206301629741844 0.5258150292189829 0.09986887656422137 0.5453759067408636 1.901809466126037 0.22776159341444946 3.225515626901419
2.5 0.48 -0.1375169724118589 3.280128485251133e-5 0.13752726928937256 0.6991070551731406 1.220957299128496 0.5269540988705912 0.09778585775544733 0.5501210558062074 1.897698494315307 0.21924440379184063 3.1855564766093516
2.5 0.47 -0.13865979314284016 3.320970947596238e-5 0.13867034275635037 0.6957190125812642 1.2352434962925867 0.5280497216103726 0.09578616115154585 0.5546920953669597 1.8937610589971323 0.21109852160222653 3.147955083265461
2.5 0.46 -0.1397611278862888 3.325563033513753e-5 0.13977181243482495 0.6921757536270229 1.2491666930252607 0.5291054786750657 0.09386272805916086 0.5590968184393529 1.8899823197901908 0.20329349867370672 3.1124974745202842
2.5 0.45 -0.14082274790598726 3.301391871534751e-5 0.14083347020312292 0.6884833885214554 1.2627331886651134 0.5301245280249498 0.0920092489424611 0.5633423973139261 1.88634923897152 0.1958021896432404 3.0789968136143093
2.5 0.44 -0.1418462917528096 3.254989288193494e-5 0.14185697334249592 0.6846477555865875 1.2759490822312403 0.5311096579310663 0.09022009105828405 0.5674354577739348 1.8828503399759142 0.1886003271972525 3.047289199251469
2.5 0.43 -0.1428332767062538 3.377137124758782e-5 0.1428444698707969 0.680651270452677 1.2888156025863717 0.5320714286310317 0.08848528557453463 0.5713824083181106 1.8794469054143788 0.18166533585384226 3.017142392348759
2.5 0.42 -0.14378511034934605 3.279336420211864e-5 0.14379608312545433 0.6765462023890453 1.3013479827192689 0.5329954728118667 0.08681030325191809 0.5751880727544733 1.8761885438245978 0.17497920510450837 2.9886114396659225
2.5 0.41 -0.1447030980916978 3.185217354619787e-5 0.14471385356849403 0.6723134522819307 1.3135465372366328 0.5338924412891553 0.08518596422056185 0.5788584890309422 1.8730364445418353 0.1685235753075276 2.961484102436582
2.5 0.4 -0.1455884526733815 3.0835623117988196e-5 0.14559895647440027 0.6679589384063844 1.3254165534864315 0.534763827617589 0.08360877095041483 0.5823983289798828 1.869984371334671 0.16228246938476687 2.9356632958748627
2.5 0.39 -0.14644230125787416 2.9768727299492723e-5 0.14645252734040168 0.6634877297675024 1.3369629086997898 0.5356111808555801 0.08207548610417492 0.5858121250729152 1.8670259989767373 0.15624142350983972 2.9110587773368644
2.5 0.38 -0.14726569211569862 2.8664039730329512e-5 0.14727561874695846 0.6589049032011027 1.3481902281145641 0.5364358697811547 0.08058322147654293 0.5891040851385697 1.8641557291982782 0.15038729585192812 2.887589856015438
2.5 0.37 -0.14805960061768708 2.753624106733929e-5 0.14806921125372155 0.6542155345626334 1.3591028706512205 0.5372391141945696 0.07912939820744253 0.5922781243922203 1.861368566767896 0.1447081180307174 2.8651840490661806
2.5 0.36 -0.14882493462811286 2.6393199809459606e-5 0.1488342156677856 0.6494247575334394 1.369704936045467 0.5380219936290813 0.0777117202723257 0.5953378790224394 1.8586600768023835 0.139192963835022 2.843776208282886
