#1=α 2=λ 3=Δ 4=ϕ 5=Σ 6=E 7=ρ 8=q0 9=q1 10=δq 11=ρh 12=qh0 13=qh1 14=δqh 15=m 
1.5 0.0 0.0 -0.005594844920481151 -1.8012947274487175e-6 0.0055947888201563906 0.0 9.111189348327698e-6 2.9887867751469557 1.3692946318847161 0.0 9.61707530781449e-10 0.022424909256206247 0.7303030163958032 32.10845454341587
1.5 0.0 0.0 -0.005594847872928091 -1.3076913271520665e-6 0.0055948071456073355 0.005 0.0009527529365511301 2.988739546030141 1.3692560395685571 5.1386155695977153e-5 9.799063812938397e-8 0.02242554259699037 0.7303235998981469 32.10845454341587
1.5 0.0 0.0 -0.005594857106366979 -1.8642470451715855e-6 0.005594799045427215 0.01 0.005334012053878862 2.9885970597471005 1.3692570999851164 0.00010292595532543247 5.544782712751006e-7 0.022425502953924585 0.7303230343015005 32.10845454341587
1.5 0.0 0.0 -0.0055948735570127 -2.8786378011401535e-6 0.005594783903435719 0.015 0.011594049807408417 2.9883610636504643 1.3692587617724503 0.0001547210863361198 1.2095968943076237e-6 0.02242544081890882 0.7303221479521745 32.10845454341587
1.5 0.0 0.0 -0.005594898461106945 -4.209220880209167e-6 0.005594767367258298 0.02 0.018985652801824425 2.988033105014758 1.3692609485501555 0.00020682355134370446 1.987548845949213e-6 0.022425359033472918 0.7303209815914578 32.10845454341587
1.5 0.0 0.0 -0.005594933156369011 -6.0362688285470445e-6 0.005594745160125829 0.025 0.027039566422041517 2.987614713772535 1.3692636115233894 0.0002592587626085191 2.8407326107503e-6 0.02242525940647515 0.7303195612475549 32.10845454341587
1.5 0.0 0.0 -0.00559497899101441 -8.268214638569545e-6 0.0055947214820574655 0.03 0.0354899394536703 2.987107333460253 1.369266720937493 0.0003120412355259894 3.74223684180717e-6 0.022425143033399167 0.7303179027935033 32.10845454341587
1.5 0.0 0.0 -0.005595036027339059 4.876301115083189e-6 0.0055951879137360145 0.035 0.04419328645754686 2.9865119168950427 1.3692773646307665 0.0003652217442317169 4.678699995050741e-6 0.022427324397256667 0.730312225872258 32.104923237587634
1.5 0.0 0.0 -0.0055951080830222155 1.2244393530344844e-6 0.005595146221700946 0.04 0.053015755781643664 2.9858299328477442 1.3693047398825646 0.0004187294379484552 5.63434232433022e-6 0.02242678713982857 0.7302976254108082 32.104923237587634
1.5 0.0 0.0 -0.005595195130538619 -2.6934804927214477e-6 0.005595111234356317 0.045 0.06195227383639833 2.9850632944609345 1.3693091015229117 0.0004726118093898046 6.610109178653479e-6 0.022426623676088085 0.7302952992044074 32.104923237587634
1.5 0.0 0.0 -0.0055952983720779365 -7.170694482229872e-6 0.005595075020212892 0.05 0.07093763819687808 2.98421250007232 1.3693138667698395 0.0005268716130852447 7.599142791512334e-6 0.022426445005469156 0.7302927577582798 32.104923237587634
1.5 0.0 0.0 -0.005595417565151459 5.498610435651065e-6 0.005595588856240071 0.055 0.07996692584574235 2.983278172854839 1.369326981018332 0.0005815893761215257 8.603409660828267e-6 0.022428840772994348 0.7302857636357457 32.100971978095856
1.5 0.0 0.0 -0.005595556669835092 -7.393450182587948e-7 0.005595533637977403 0.06 0.08899367745067546 2.982261473469981 1.369358752393206 0.0006366313394726841 9.613892100837202e-6 0.022428196668087624 0.730268819805119 32.100971978095856
1.5 0.0 0.0 -0.005595715349311636 -7.264744086643982e-6 0.005595489040149048 0.065 0.09802269004369411 2.981164066080094 1.3693647041267654 0.0006920709573345529 1.0633266015362422e-5 0.022427973177010455 0.730265645803758 32.100971978095856
1.5 0.0 0.0 -0.0055958930085192315 6.421994930147715e-6 0.005596093093723228 0.07 0.10706232813463244 2.9799857558392646 1.3693804458539387 0.000748026315291579 1.1666174123436796e-5 0.022430796688294917 0.7302572510274253 32.09630098518416
1.5 0.0 0.0 -0.00559609402100443 -2.1330401682523673e-6 0.00559602756349678 0.075 0.11607548013746234 2.9787275232688994 1.3694181757723545 0.0008042898912409002 1.2701947164846823e-5 0.02243002867433171 0.7302371311349063 32.09630098518416
1.5 0.0 0.0 -0.005596316443264179 4.886902108804422e-6 0.00559646871752206 0.08 0.12509387796484084 2.9773907619085773 1.3694324026861118 0.0008610712313364211 1.3750753741089426e-5 0.022432078825073996 0.73022954476506 32.09276588709401
1.5 0.0 0.0 -0.005596563787220815 -5.271393675720222e-6 0.005596399532332525 0.085 0.13407190268581382 2.9759754702544665 1.369463377088107 0.0009181842797286611 1.4801363404970566e-5 0.022431406495904936 0.7302130284975592 32.09276588709401
1.5 0.0 0.0 -0.005596833920934782 7.1001188437412485e-6 0.005597055193427739 0.09 0.1430491280655992 2.9744826586386273 1.3694815217607381 0.0009758891652679069 1.5866679766850377e-5 0.022434450815899305 0.7302033536854875 32.08767049559834
1.5 0.0 0.0 -0.005597131415195425 -5.019665425262667e-6 0.005596974979238943 0.095 0.15198118616205902 2.9729124559038094 1.3695236426376018 0.0010338826557854486 1.693160944847051e-5 0.022433576670307067 0.73018089565367 32.08767049559834
1.5 0.0 0.0 -0.005597453354107357 7.76754894564108e-6 0.005597695469121708 0.1 0.1609120091143796 2.971266104515842 1.3695435946962435 0.0010925200800549484 1.801285929917101e-5 0.022436928863004538 0.7301702580864545 32.08206218208897
1.5 0.0 0.0 -0.005597804627547165 -6.31488302475825e-6 0.005597607792225641 0.105 0.16980409434217048 2.969543469909015 1.3695899041192368 0.0011514293839832589 1.909366677117182e-5 0.022435968582789227 0.7301455691169756 32.08206218208897
1.5 0.0 0.0 -0.005598181735319521 9.254939464026838e-6 0.005598470272262358 0.11 0.17869436658456936 2.967745713371521 1.3696127349052958 0.0012110594053510936 2.0193232001935514e-5 0.022439980422741986 0.7301333979412389 32.07540557211526
1.5 0.0 0.0 -0.005598590265786602 -6.980468842873413e-6 0.0055983726389563756 0.115 0.18752630968750075 2.9658723503594002 1.369666816320339 0.001270911426161196 2.128803316684694e-5 0.022438874094151382 0.7301045685596262 32.07540557211526
1.5 0.0 0.0 -0.00559902683285346 -2.4407247471244514e-7 0.005599019222276554 0.12 0.196381559547508 2.963924729857391 1.3697081726499443 0.0013314799030966018 2.2404441481896174e-5 0.02244158458632226 0.7300825241228813 32.07016731292975
1.5 0.0 0.0 -0.005599493897069305 8.021514437333254e-6 0.0055997440662042324 0.125 0.20516667720217743 2.9619028749871914 1.3697446927484949 0.0013925599839426511 2.352407285979904e-5 0.022444756500450785 0.7300630586809811 32.06436493315829
1.5 0.0 0.0 -0.0055999932580765854 4.959894136813496e-6 0.005600147961053314 0.13 0.21394044051717467 2.9598068763594996 1.3698015631790392 0.0014540679363790432 2.4651199761200394e-5 0.022446070304222073 0.7300327484509571 32.06075436749638
1.5 0.0 0.0 -0.005600524461890313 6.7780225014512106e-6 0.005600735905970988 0.135 0.22269125782692786 2.957637571666142 1.3698468309030538 0.0015161569871130138 2.5789472249332294e-5 0.022448452976372206 0.7300086239136429 32.055863090678194
1.5 0.0 0.0 -0.005601088802437676 6.540793351842215e-6 0.005601292876138421 0.14 0.23142376073022675 2.9553950321846525 1.3699006925061061 0.001578776434976206 2.6937660415969883e-5 0.022450573790966346 0.7299799215157664 32.05113313451639
1.5 0.0 0.0 -0.00560168683082321 7.151510416674026e-6 0.005601909994926268 0.145 0.24012282676029 2.953079424113787 1.3699547722794527 0.0016419564725813501 2.80947612211798e-5 0.022452981283745833 0.729951105127448 32.045971187576946
1.5 0.0 0.0 -0.005602319375860129 7.428349176001817e-6 0.005602551217686729 0.15 0.24879611830277892 2.950691054590113 1.3700125832124943 0.0017057021619478307 2.926179653441724e-5 0.02245546960733965 0.7299203031078297 32.04059114333654
1.5 0.0 0.0 -0.005602987150085115 7.825913832219066e-6 0.005603231443353903 0.155 0.2574440367342758 2.9482301703896034 1.3700728643167288 0.0017700292372540304 3.0439236596314834e-5 0.02245811444402296 0.7298881877342434 32.03491390093684
1.5 0.0 0.0 -0.005603690887013471 8.22304713978135e-6 0.005603947624983879 0.16 0.2660749907603269 2.9456971259019156 1.370136114200541 0.0018349546693212382 3.1628648241174406e-5 0.022460901814668675 0.7298544937511512 32.02894814011117
1.5 0.0 0.0 -0.005604431310416116 8.594117692106238e-6 0.005604699686174464 0.165 0.27467260895510387 2.943091777448247 1.3702022900495887 0.001900479344846836 3.2827792601724294e-5 0.02246382453883651 0.7298192444006366 32.022704826336955
1.5 0.0 0.0 -0.005605209114412896 9.092742027244776e-6 0.005605493119382446 0.17 0.283245001939186 2.940414423032934 1.3702714047294542 0.0019666235809695076 3.4038299062627285e-5 0.022466915139106404 0.7297824332818468 32.01613704730446
1.5 0.0 0.0 -0.005606025019731384 9.286502027901598e-6 0.00560631513864481 0.175 0.29180775756005795 2.937665263533997 1.3703542779643172 0.0020334085771468334 3.526287419309364e-5 0.02246995912368306 0.7297382991247483 32.00929549279625
1.5 0.0 0.0 -0.005606879700667339 9.705886684320342e-6 0.0056071829894068104 0.18 0.30033080297674336 2.9348442838004294 1.3704299680073238 0.0021008285252169623 3.649714111856855e-5 0.02247333651022833 0.7296979950416947 32.00213335064072
1.5 0.0 0.0 -0.00560777463315848 -1.9323039152690482e-7 0.005607768594127013 0.185 0.3088428318737666 2.93195194389994 1.3705132070010357 0.0021687671523892824 3.7740802544783946e-5 0.022475233758860683 0.72965367636858 31.996917484397475
1.5 0.0 0.0 -0.005608708953415156 -3.0532775259811923e-7 0.005608699408710557 0.19 0.3173243468909446 2.9289877528911177 1.3705990844729747 0.002237513178558497 3.900110562089543e-5 0.02247879002744786 0.7296079585406398 31.98923019690725
