#1=α 2=ρ 3=Δ 4=ϕ 5=q0 6=δq 7=qh0 8=δqh 9=ρh
3.0 0.895 0.0 -0.021566010438509926 0.8076230537316083 0.2765623152634464 0.08626404988839861 3.6158216243143064 3.236160353761304
3.0 0.89 0.0 -0.023633284510377967 0.7994312927057419 0.27848270117892693 0.09453314655299364 3.5908873181946532 3.1958897131932416
3.0 0.885 0.0 -0.02579033317401426 0.791341411699939 0.28049398683447263 0.1031613359032384 3.5651388155787025 3.155147851787152
3.0 0.88 0.0 -0.028036253266775682 0.783356395540349 0.2826029187830053 0.11214501645311478 3.538533870444003 3.1139098059907226
3.0 0.875 0.0 -0.03037007390549626 0.7754795385985375 0.28481654966757913 0.12148029920543407 3.5110319297356147 3.072152938518663
3.0 0.87 0.0 -0.03279074989381468 0.7677145189411244 0.2871427970415313 0.13116300337731027 3.482587793610451 3.0298513804410923
3.0 0.865 0.0 -0.03529715428495915 0.7600654475885292 0.28959043372400634 0.14118862118464534 3.4531527410641205 2.9869771210204643
3.0 0.86 0.0 -0.03788806996214164 0.7525369345522427 0.2921692107389432 0.15155228416383082 3.4226741328110455 2.943499754217499
3.0 0.855 0.0 -0.04056218007095824 0.7451341527588599 0.2948898506226181 0.16224872199693152 3.391096702340355 2.8993876805010035
3.0 0.85 0.0 -0.043318057103821 0.7378629872444208 0.2977647969501479 0.17327223026551464 3.3583553537640682 2.854602050699458
3.0 0.845 0.0 -0.04615415039323956 0.7307300719188933 0.30080759428423093 0.18461660357861862 3.324384154527386 2.8091046105756408
3.0 0.84 0.0 -0.04906877171693021 0.7237429761662111 0.3040336641014238 0.19627508905037153 3.2891094575185136 2.7628519443155515
3.0 0.835 0.0 -0.052060078648873714 0.7169103401237278 0.30746030588898104 0.2082403155037788 3.252452368147594 2.715797727403241
3.0 0.83 0.0 -0.05512605520311878 0.7102421634895338 0.31110770472284793 0.22050422181681756 3.2143209082232653 2.66788635382531
3.0 0.825 0.0 -0.058264489204128495 0.7037499509804038 0.3149984682873345 0.23305795793285533 3.1746186114397945 2.6190603544378304
3.0 0.82 0.0 -0.06147294567165637 0.6974470755999965 0.3191585660078995 0.2458917831728787 3.1332387925795135 2.5692558099152008
3.0 0.815 0.0 -0.06474873531646812 0.6913492778125692 0.32361858210406 0.25899494181739613 3.090057417279112 2.518396795082476
3.0 0.81 0.0 -0.06808887699035915 0.6854750366795691 0.32841359508315116 0.27235550859144986 3.0449409371947884 2.466402159127779
3.0 0.805 0.0 -0.07149005259755012 0.6798462846904341 0.3335846439315974 0.28596021068060534 2.997739908570411 2.413180626399181
3.0 0.8 0.0 -0.07494855252140062 0.6744894283177896 0.33918089130063267 0.29979421042624366 2.9482792977085817 2.3586234381668656
3.0 0.795 0.0 -0.07846020900555195 0.6694362081631611 0.34525990021065533 0.3138408361872795 2.8963687917127485 2.3026131894116353
3.0 0.79 0.0 -0.08202031408982385 0.6647255342702199 0.35189154577108545 0.3280812564421156 2.8417846692188675 2.2450098886829055
3.0 0.785 0.0 -0.08562351754390302 0.6604054377029784 0.3591604265691769 0.34249407027862944 2.784271111247811 2.1856528223295317
3.0 0.78 0.0 -0.08926369864842623 0.6565357649734314 0.3671694207492312 0.3570547946490193 2.7235383544725487 2.1243599164885882
3.0 0.775 0.0 -0.09293380348050223 0.6531924649085551 0.3760465989342053 0.37173521395310694 2.6592448989944577 2.060914796720705
3.0 0.77 0.0 -0.09662563639302671 0.6504730614868693 0.38595216607882726 0.38650254561367103 2.5909946565651842 1.995065885555192
