10 -0.4083747999347794
11 -0.4709818487138326
12 -0.45373316577635037
13 -0.4750378595174938
14 -0.4680893752571837
15 -0.47304492751763083
16 -0.4665096511946982
17 -0.4678084609829331
18 -0.4595144397541687
19 -0.46086086433229545
20 -0.4529899030430731
21 -0.45421879882758115
22 -0.4483981036998484
23 -0.4496018363578908
24 -0.4456612788119352
25 -0.44696522488412765
26 -0.4446800809377213
27 -0.44631372330621677
28 -0.44506743274804444
29 -0.4464081813095793
30 -0.44565630733112294
31 -0.4470742571194864
32 -0.4466802267497895
33 -0.44791302269469885
34 -0.4475590376337478
35 -0.44859383758161847
36 -0.4484187087017642
37 -0.44902342543539153
38 -0.4489555446242109
39 -0.44954774978150314
40 -0.44923245198631745
41 -0.44957691381687537
42 -0.4493635836495529
43 -0.4496274700225815
44 -0.4493406676762902
45 -0.44952279118098804
46 -0.44932303374013316
47 -0.4494358637860718
48 -0.4491209717394809
49 -0.4491543375788507
50 -0.44904046523162655
51 -0.4492647786394324
52 -0.44890568009152604
53 -0.44900907671579715
