#1=α 2=ϕ 3=q0 4=qh0 
1.5 -0.7551148737414073 0.958 22.8095238095212
1.5 -0.7508669803856348 0.959 23.390243902437334
1.5 -0.7464975265484275 0.96 23.99999999999621
1.5 -0.7420002594748445 0.961 24.641025641022278
1.5 -0.7373679779702196 0.962 25.315789473685324
1.5 -0.7325930608460943 0.963 26.027027027018303
1.5 -0.7276672626051229 0.964 26.777777777760587
1.5 -0.7225815435560299 0.965 27.57142857142184
1.5 -0.7173263367851715 0.966 28.41176470588092
1.5 -0.7118905709056409 0.967 29.303030303024048
1.5 -0.7062628132687886 0.968 30.249999999970843
1.5 -0.7004298562740079 0.969 31.258064516117358
1.5 -0.6943774440635975 0.97 32.3333333333248
1.5 -0.6880896307743387 0.971 33.48275862059934
1.5 -0.6815486648989924 0.972 34.71428571424418
1.5 -0.674734767804299 0.973 36.037037036935466
1.5 -0.6676252898137105 0.974 37.46153846139758
1.5 -0.6601947883053102 0.975 38.99999999987321
1.5 -0.6524140742472821 0.976 40.666666666462085
1.5 -0.6442496557269631 0.977 42.478260869091244
1.5 -0.6356621017535906 0.978 44.45454545417332
1.5 -0.6266056875888912 0.979 46.619047618117555
1.5 -0.6173707523751514 0.98 48.99999999999996
1.5 -0.6073495758228283 0.981 51.631578947368375
1.5 -0.5967221343118602 0.982 54.55555555555551
1.5 -0.5854165159377785 0.983 57.82352941176465
1.5 -0.5733474873141104 0.984 61.49999999999994
1.5 -0.5604129651232803 0.985 65.66666666666661
1.5 -0.5464894114841741 0.986 70.42857142857136
1.5 -0.5314252557823971 0.987 75.92307692307685
1.5 -0.5150319248824786 0.988 82.33333333333326
1.5 -0.4970707537932617 0.989 89.90909090909084
1.5 -0.47723364901314946 0.99 98.99999999999991
1.5 -0.45511347802904023 0.991 110.11111111111101
1.5 -0.43015670675835205 0.992 123.99999999999989
1.5 -0.4015843477659078 0.993 141.85714285714272
1.5 -0.3682506182810956 0.994 165.66666666666652
1.5 -0.3283712935683101 0.995 198.99999999999983
1.5 -0.27894268777400644 0.996 248.99999999999977
1.5 -0.21430353864618024 0.997 332.33333333333303
1.5 -0.12166497319214287 0.998 498.99999999999955
1.5 0.04009913756118566 0.999 998.9999999999991
1.5 0.06500000225633196 0.9991 1110.1111111110963
1.5 0.09292120441847862 0.9992 1248.9999999999643
1.5 0.12467763558360856 0.9993 1427.5714285713593
1.5 0.16146431078221957 0.9994 1665.666666666542
1.5 0.20513624930696572 0.9995 1999.0000000002203
1.5 0.25880593539151286 0.9996 2499.000000000275
1.5 0.3283177507708235 0.9997 3332.3333333337005
1.5 0.42681765832996277 0.9998 4999.00000000055
1.5 0.596353824486453 0.9999 9999.0000000011



0.9 -0.705381401207061 0.0 0.0
0.9 -0.704168035842084 0.1 0.11111111111111201
0.9 -0.705381401207061 0.0 0.0
0.9 -0.7053626640485575 0.01 0.010101010101011
0.9 -0.70531064473872 0.02 0.02040816326530705
0.9 -0.7052305721061723 0.03 0.03092783505154735
0.9 -0.705381401207061 0.0 0.0
0.9 -0.7053626640485575 0.01 0.010101010101011
0.9 -0.70531064473872 0.02 0.02040816326530705
0.9 -0.7052305721061723 0.03 0.03092783505154735
0.9 -0.7051266181839512 0.04 0.041666666666667664
0.9 -0.7050022769810753 0.05 0.05263157894736945
0.9 -0.7048605254840993 0.06 0.06382978723404362
0.9 -0.7047039945292667 0.07 0.07526881720430219
0.9 -0.7045350233588512 0.08 0.08695652173913157
0.9 -0.7043557202988968 0.09 0.09890109890110008
0.9 -0.704168035842084 0.1 0.11111111111111234
0.9 -0.7039737438564696 0.11 0.1235955056179788
0.9 -0.7037745123744408 0.12 0.13636363636363769
0.9 -0.703571894909329 0.13 0.14942528735632318
0.9 -0.7033673685511609 0.14 0.16279069767442003
0.9 -0.7031623303349832 0.15 0.17647058823529554
0.9 -0.7029581313414053 0.16 0.19047619047619196
0.9 -0.7027560572141959 0.17 0.20481927710843528
0.9 -0.7025573417129172 0.18 0.21951219512195275
0.9 -0.702363207910574 0.19 0.23456790123456953
0.9 -0.7021748203175506 0.2 0.25000000000000167
0.9 -0.7019933372105575 0.21 0.2658227848101283
0.9 -0.7018198993793595 0.22 0.2820512820512838
0.9 -0.7016556103926299 0.23 0.29870129870130047
0.9 -0.7015015811849374 0.24 0.3157894736842123
0.9 -0.7013589133083846 0.25 0.33333333333333515
0.9 -0.701228696045827 0.26 0.3513513513513532
0.9 -0.7011120243994434 0.27 0.36986301369863195
0.9 -0.7010099869174793 0.28 0.3888888888888907
0.9 -0.7009236886342906 0.29 0.40845070422535384
0.9 -0.7008542329241484 0.3 0.42857142857143027
0.9 -0.7008027386124368 0.31 0.44927536231884224
0.9 -0.7007703381016969 0.32 0.4705882352941192
0.9 -0.700758178489383 0.33 0.49253731343283735
0.9 -0.7007674169105576 0.34 0.5151515151515165
0.9 -0.7007992536046186 0.35 0.5384615384615394
0.9 -0.7008548916845716 0.36 0.5625000000000007
0.9 -0.7009355770068881 0.37 0.5873015873015877
0.9 -0.7010425810482399 0.38 0.6129032258064516
0.9 -0.7011772088516661 0.39 0.6393442622950813
0.9 -0.7013407993122229 0.4 0.6666666666666653
0.9 -0.701534741885512 0.41 0.6949152542372856
0.9 -0.7017604578848782 0.42 0.7241379310344792
0.9 -0.7020194256310802 0.43 0.7543859649122762
0.9 -0.7023131720696832 0.44 0.785714285714279
0.9 -0.7026432911685873 0.45 0.8181818181818095
0.9 -0.7030114259615898 0.46 0.8518518518518408
0.9 -0.7034192824390251 0.47 0.8867924528301742
0.9 -0.7038686657235256 0.48 0.9230769230769048
0.9 -0.704361428743592 0.49 0.9607843137254674
0.9 -0.704899524337735 0.5 0.9999999999999714
0.9 -0.7054850031350551 0.51 1.040816326530577
0.9 -0.7061200036896991 0.52 1.0833333333332882
0.9 -0.7068067730251899 0.53 1.1276595744680287
0.9 -0.7075476966398642 0.54 1.1739130434781915
0.9 -0.7083452616371237 0.55 1.2222222222221317
0.9 -0.7092021025328636 0.56 1.2727272727271621
0.9 -0.7101210173200458 0.57 1.3255813953486943
0.9 -0.711104954613619 0.58 1.3809523809522029
0.9 -0.7121570615016186 0.59 1.4390243902436852
0.9 -0.7132806674986172 0.6 1.4999999999997184
0.9 -0.714479318413642 0.61 1.5641025641022075
0.9 -0.7157568150608029 0.62 1.6315789473679705
0.9 -0.7171172158226033 0.63 1.702702702702124
0.9 -0.7185648672690572 0.64 1.7777777777770496
0.9 -0.7201044408701176 0.65 1.8571428571418949
0.9 -0.7217409636599931 0.66 1.9411764705870074
0.9 -0.7234798666904051 0.67 2.0303030303014187
0.9 -0.7253270136059289 0.68 2.124999999997862
0.9 -0.7272887839681959 0.69 2.2258064516100733
0.9 -0.7293720925149565 0.7 2.3333333333295516
0.9 -0.7315845139990671 0.71 2.4482758620638094
0.9 -0.7339343231009214 0.72 2.5714285714215634
0.9 -0.73643060093089 0.73 2.703703703694104
0.9 -0.7390833617167982 0.74 2.8461538461404783
0.9 -0.7419036947691044 0.75 2.9999999999811133
0.9 -0.7449039042788397 0.76 3.1666666666396353
0.9 -0.7480977249251975 0.77 3.347826086917103
0.9 -0.7515005575383673 0.78 3.545454545396489
0.9 -0.7551297581463755 0.79 3.761904761818421
0.9 -0.7590050070658783 0.8 3.9999999998681868
0.9 -0.7631487311218548 0.81 4.263157894532024
0.9 -0.7675866926096913 0.82 4.55555555522911
0.9 -0.7723487067037642 0.83 4.882352940642231
0.9 -0.777469553319726 0.84 5.249999999104885
0.9 -0.7829901820138329 0.85 5.666666665113521
0.9 -0.7889593608370826 0.86 6.14285714007016
0.9 -0.7954358264891127 0.87 6.692307687098806
0.9 -0.8024913084506125 0.88 7.333333333333334
0.9 -0.8102148424655932 0.89 8.09090909090909
0.9 -0.818719001291419 0.9 9.000000000000004
0.9 -0.8281493008926061 0.91 10.111111111111118
0.9 -0.8386989762857584 0.92 11.500000000000032
0.9 -0.8506332297137924 0.93 13.285714285714269
0.9 -0.8643315284069761 0.94 15.666666666665135
0.9 -0.8803672592745367 0.95 18.999999999990223
0.9 -0.8821307294392949 0.951 19.408163265187397
0.9 -0.8839275513258465 0.952 19.83333333333341
0.9 -0.885758988338759 0.953 20.276595744680215
0.9 -0.8876263989959869 0.954 20.739130434782002
0.9 -0.8895312250895187 0.955 21.222222222220193
0.9 -0.8914749807839779 0.956 21.727272727273323
0.9 -0.8934593007098373 0.957 22.2558139534868
0.9 -0.8954859162672258 0.958 22.8095238095212
0.9 -0.8975566901404521 0.959 23.390243902437334
0.9 -0.8996735925370549 0.96 23.99999999999621
0.9 -0.9018387599758402 0.961 24.641025641022278
0.9 -0.9040544662193006 0.962 25.315789473685324
0.9 -0.9063231652751204 0.963 26.027027027018303
0.9 -0.9086474906265113 0.964 26.777777777760587
0.9 -0.9110302821882219 0.965 27.57142857142184
0.9 -0.9134746154907974 0.966 28.41176470588092
0.9 -0.9159837986194435 0.967 29.303030303024048
0.9 -0.918561432108207 0.968 30.249999999970843
0.9 -0.9212114006255915 0.969 31.258064516117358
0.9 -0.9239379160170161 0.97 32.3333333333248
0.9 -0.8821307294392949 0.951 19.408163265187397
0.9 -0.8839275513258465 0.952 19.83333333333341
0.9 -0.885758988338759 0.953 20.276595744680215
0.9 -0.8876263989959869 0.954 20.739130434782002
0.9 -0.8895312250895187 0.955 21.222222222220193
0.9 -0.8914749807839779 0.956 21.727272727273323
0.9 -0.8934593007098373 0.957 22.2558139534868
0.9 -0.8954859162672258 0.958 22.8095238095212
0.9 -0.8975566901404521 0.959 23.390243902437334
0.9 -0.8996735925370549 0.96 23.99999999999621
0.9 -0.9018387599758402 0.961 24.641025641022278
0.9 -0.9040544662193006 0.962 25.315789473685324
0.9 -0.9063231652751204 0.963 26.027027027018303
0.9 -0.9086474906265113 0.964 26.777777777760587
0.9 -0.9110302821882219 0.965 27.57142857142184
0.9 -0.9134746154907974 0.966 28.41176470588092
0.9 -0.9159837986194435 0.967 29.303030303024048
0.9 -0.918561432108207 0.968 30.249999999970843
0.9 -0.9212114006255915 0.969 31.258064516117358
0.9 -0.9239379160170161 0.97 32.3333333333248
0.9 -0.9267455566661352 0.971 33.48275862059934
0.9 -0.9296392719712132 0.972 34.71428571424418
0.9 -0.9326244417329745 0.973 36.037037036935466
0.9 -0.9357068169087674 0.974 37.46153846139758
0.9 -0.9388926748896598 0.975 38.99999999987321
0.9 -0.9421886686900626 0.976 40.666666666462085
0.9 -0.9456018853046697 0.977 42.478260869091244
0.9 -0.9491397302262823 0.978 44.45454545417332
0.9 -0.9528098798083746 0.979 46.619047618117555
0.9 -0.9568270525107136 0.98 48.99999994893444
0.9 -0.9608730054568356 0.981 51.63157894526947
0.9 -0.9651099848043133 0.982 54.555555551896745
0.9 -0.9695582965478513 0.983 57.823529406465234
0.9 -0.9742418037369391 0.984 61.49999999046498
0.9 -0.9791887946499571 0.985 65.66666665198898
0.9 -0.98443323676388 0.986 70.42857140134076
0.9 -0.9900163377735551 0.987 75.92307686559491
0.9 -0.9959888807683143 0.988 82.33333322559963
0.9 -1.0024144535127104 0.989 89.90909068254183
0.9 -1.009374226605508 0.99 98.99999948029445
0.9 -1.0169742271466085 0.991 110.11110998595943
0.9 -1.0253567715154808 0.992 124.00000000000388
0.9 -1.0347196346449086 0.993 141.85714285719175
0.9 -1.0453495329194737 0.994 165.66666666659722
0.9 -1.0576862494505948 0.995 199.00000000006375
0.9 -1.0724577962368789 0.996 248.99999998007408
0.9 -1.091010721250534 0.997 332.3333330852676
0.9 -1.1163206035997029 0.998 498.99998793091737
0.9 -1.1576915732597624 0.999 998.9999964501568
0.9 -1.1576915732597055 0.999 998.9999999999991
0.9 -1.1638031575742098 0.9991 1110.1111111110963
0.9 -1.1705870434081673 0.9992 1248.9999999999643
0.9 -1.1782194632339926 0.9993 1427.5714285713593
0.9 -1.1869575940803472 0.9994 1665.666666666542
0.9 -1.1971987423242636 0.9995 1999.0000000002203
0.9 -1.2096056409364357 0.9996 2499.000000000275
0.9 -1.2254149661991778 0.9997 3332.3333333337005
0.9 -1.2473880432853997 0.9998 4999.00000000055
0.9 -1.2842757797031248 0.9999 9999.0000000011
