1:α 2:λ 3:ρ_r 4:E_r 5:E_l0 6:ρ_l 7:E_l
2.9 0.010761264004567169 0.9971783330002275 0.005365453124293338 -1 1 -1
2.9 0.012375453605252242 0.9967568409226514 0.006167664298476136 -1 1 -1
2.9 0.014231771646040076 0.996272688613383 0.007089370719361532 -1 1 -1
2.9 0.01636653739294609 0.9957166570198062 0.008148229129715422 -1 1 -1
2.9 0.018821518001888 0.9950782013666788 0.009364459637255688 -1 1 -1
2.9 0.021644745702171196 0.9943452703615776 0.010761203343090765 -1 1 -1
2.9 0.024891457557496874 0.9935041035499429 0.012364925244400202 -1 1 -1
2.9 0.028625176191121406 0.9925390059384198 0.014205866653519028 -1 1 -1
2.9 0.03291895261978962 0.9914320977549875 0.016318551264890745 -1 1 -1
2.9 0.03785679551275806 0.9901630391095317 0.0187423486696294 -1 1 -1
2.9 0.043535314839671754 0.9887087291478784 0.021522098483273352 -1 1 -1
2.9 0.05006561206562252 0.987042979699829 0.024708797213807747 -1 1 -1
2.9 0.05757545387546589 0.9851361665797966 0.0283603484303399 -1 1 -1
2.9 0.06621177195678576 0.9829548606020229 0.03254237455066941 -1 1 -1
2.9 0.07614353775030362 0.9804614453809647 0.03732908547844034 -1 1 -1
2.9 0.08756506841284915 0.9776137303787779 0.04280419520006529 -1 1 -1
2.9 0.10069982867477653 0.9743645701490464 0.04906187210136378 -1 1 -1
2.9 0.11580480297599301 0.9706615089105098 0.05620770199570055 -1 1 -1
2.9 0.13317552342239194 0.9664464688247323 0.06435963451518154 -1 1 -1
2.9 0.15315185193575073 0.9616555131415265 0.0736488735234628 -1 1 -1
2.9 0.1761246297261133 0.9562187150122403 0.08422066060696415 -1 1 -1
2.9 0.2025433241850303 0.9500601736885865 0.0962348877263306 -1 1 -1
2.9 0.23292482281278482 0.9430982267904064 0.10986646126422052 -1 1 -1
2.9 0.26786354623470254 0.9352459064269094 0.12530532583770493 -1 1 -1
2.9 0.3080430781699079 0.9264117001995718 0.14275604361431193 -1 1 -1
2.9 0.35424953989539404 0.9165006673560766 0.16243681518482392 -1 1 -1
2.9 0.4073869708797031 0.9054159624022626 0.18457782342106926 -1 1 -1
2.9 0.46849501651165854 0.8930608089037138 0.20941878458954524 -1 1 -1
2.9 0.5387692689884073 0.8793409403872566 0.23720560375442265 -1 1 -1
2.9 0.6195846593366683 0.8641675068018853 0.26818605631934844 -1 1 -1
2.9 0.7125223582371686 0.8474604139642186 0.30260445577748474 -1 1 -1
2.9 0.8194007119727437 0.8291520133425374 0.3406953194425077 -1 1 -1
2.9 0.9423108187686552 0.8091910306350524 0.3826761075239741 -1 1 -1
2.9 1.0836574415839535 0.7875465684175478 0.42873918293300095 -1 1 -1
2.875 0.001 0.9997334247014307 0.0004998667152864293 -1 1 -1
2.875 0.00115 0.9996934541599268 0.0005748237406059127 -1 1 -1
2.875 0.0013224999999999999 0.9996474931128612 0.0006610169116101485 -1 1 -1
2.875 0.0015208749999999999 0.9995946446237842 0.0007601292628967334 -1 1 -1
2.875 0.0017490062499999994 0.9995338777375948 0.0008740955153257868 -1 1 -1
2.875 0.0020113571874999995 0.9994640075509137 0.0010051395814951781 -1 1 -1
2.875 0.002313060765624999 0.9993836723533585 0.0011558176174724596 -1 1 -1
2.875 0.0026600198804687487 0.9992913073861992 0.001329067427223501 -1 1 -1
2.875 0.003059022862539061 0.9991851147817667 0.0015282651389656122 -1 1 -1
2.875 0.0035178762919199197 0.9990630291278353 0.0017572901997982477 -1 1 -1
2.875 0.004045557735707907 0.9989226779924012 0.0020205998777354075 -1 1 -1
2.875 0.004652391396064093 0.9987613367792387 0.002323314620043653 -1 1 -1
2.875 0.005350250105473706 0.9985758771124713 0.002671315794492357 -1 1 -1
2.875 0.006152787621294761 0.9983627077972081 0.0030713575369348822 -1 1 -1
2.875 0.0070757057644889754 0.9981177074752882 0.003531194644730808 -1 1 -1
2.875 0.008137061629162322 0.9978361478562701 0.004059728690858351 -1 1 -1
2.875 0.009357620873536667 0.9975126062048429 0.004667174786934957 -1 1 -1
2.875 0.010761264004567169 0.9971408659162326 0.0053652516922230685 -1 1 -1
2.875 0.012375453605252242 0.9967138036998295 0.006167398245670159 -1 1 -1
2.875 0.014231771646040076 0.9962232616553713 0.007089019382071946 -1 1 -1
2.875 0.01636653739294609 0.995659902844055 0.008147765271120027 -1 1 -1
2.875 0.018821518001888 0.9950130485956807 0.009363847374357673 -1 1 -1
2.875 0.021644745702171196 0.9942704955736374 0.010760395428869146 -1 1 -1
2.875 0.024891457557496874 0.9934183112936201 0.012363859509332125 -1 1 -1
2.875 0.028625176191121406 0.9924406064724893 0.01420446135343183 -1 1 -1
2.875 0.03291895261978962 0.9913192824820942 0.01631669900941642 -1 1 -1
2.875 0.03785679551275806 0.9900337539584099 0.018739908513802916 -1 1 -1
2.875 0.043535314839671754 0.9885606452890223 0.021518885649771113 -1 1 -1
2.875 0.05006561206562252 0.9868734626052147 0.02470456977054171 -1 1 -1
2.875 0.05757545387546589 0.9849422431573253 0.028354790072673164 -1 1 -1
2.875 0.06621177195678576 0.9827331849952297 0.03253507242488543 -1 1 -1
2.875 0.07614353775030362 0.9802082647629261 0.037319501729544534 -1 1 -1
2.875 0.08756506841284915 0.9773248503745102 0.04279163063069248 -1 1 -1
2.875 0.10069982867477653 0.9740353237119632 0.049045419991299424 -1 1 -1
2.875 0.11580480297599301 0.9702867275530622 0.05618618976062078 -1 1 -1
2.875 0.13317552342239194 0.9660204620858376 0.064331550494593 -1 1 -1
2.875 0.15315185193575073 0.9611720555409644 0.07361227580928907 -1 1 -1
2.875 0.1761246297261133 0.9556710474824346 0.08417306449954787 -1 1 -1
2.875 0.2025433241850303 0.9494410212515987 0.09617312819716754 -1 1 -1
2.875 0.23292482281278482 0.9423998379102931 0.10978652680067467 -1 1 -1
2.875 0.26786354623470254 0.9344601197275262 0.12520216035341444 -1 1 -1
2.875 0.3080430781699079 0.9255300400411721 0.14262331385869115 -1 1 -1
2.875 0.35424953989539404 0.9155144767325873 0.16226664241386063 -1 1 -1
2.875 0.4073869708797031 0.9043165745175419 0.18436048012789744 -1 1 -1
2.875 0.46849501651165854 0.8918397558846073 0.209142359927484 -1 1 -1
2.875 0.5387692689884073 0.8779902035854333 0.23685564493277125 -1 1 -1
2.875 0.6195846593366683 0.8626798019257902 0.26774519761290994 -1 1 -1
2.875 0.7125223582371686 0.845829502111739 0.30205205161135573 -1 1 -1
2.875 0.8194007119727437 0.8273730281193252 0.3400071028692423 -1 1 -1
2.875 0.9423108187686552 0.8072608085517028 0.38182389971448605 -1 1 -1
2.875 1.0836574415839535 0.7854639636895648 0.42769068236146296 -1 1 -1
2.85 0.001 0.9997298237415004 0.0004998649149470915 -1 1 -1
2.85 0.00115 0.9996893135116856 0.0005748213599476741 -1 1 -1
2.85 0.0013224999999999999 0.9996427319696836 0.0006610137636313341 -1 1 -1
2.85 0.0015208749999999999 0.9995891701056938 0.0007601251003637765 -1 1 -1
2.85 0.0017490062499999994 0.9995275830949366 0.0008740900113952563 -1 1 -1
2.85 0.0020113571874999995 0.9994567701038481 0.001005132304097408 -1 1 -1
2.85 0.002313060765624999 0.9993753511297915 0.0011558079954697242 -1 1 -1
2.85 0.0026600198804687487 0.9992817404121463 0.0013290547057065887 -1 1 -1
2.85 0.003059022862539061 0.9991741159771492 0.0015282483202033739 -1 1 -1
2.85 0.0035178762919199197 0.9990503847531459 0.001757267965258853 -1 1 -1
2.85 0.004045557735707907 0.9989081425733448 0.0020205704851332554 -1 1 -1
2.85 0.004652391396064093 0.9987446284766788 0.002323275767439554 -1 1 -1
2.85 0.005350250105473706 0.9985566723731408 0.0026712644409616843 -1 1 -1
2.85 0.006152787621294761 0.9983406352966187 0.0030712896660085877 -1 1 -1
2.85 0.0070757057644889754 0.9980923412258023 0.0035311049524489758 -1 1 -1
2.85 0.008137061629162322 0.9978069992758437 0.004059610174598453 -1 1 -1
2.85 0.009357620873536667 0.9974791151740037 0.0046670182037332935 -1 1 -1
2.85 0.010761264004567169 0.9971023906502217 0.005365044845562263 -1 1 -1
2.85 0.012375453605252242 0.9966696091499809 0.0061671250470412475 -1 1 -1
2.85 0.014231771646040076 0.9961725065167745 0.007088658617126952 -1 1 -1
2.85 0.01636653739294609 0.9956016249509334 0.008147288978836294 -1 1 -1
2.85 0.018821518001888 0.9949461483233498 0.009363218719969426 -1 1 -1
2.85 0.021644745702171196 0.9941937174413423 0.010759565915680185 -1 1 -1
2.85 0.024891457557496874 0.9933302235314552 0.012362765328747196 -1 1 -1
2.85 0.028625176191121406 0.992339578083468 0.014203018614101278 -1 1 -1
2.85 0.03291895261978962 0.9912034583049026 0.016314797512135614 -1 1 -1
2.85 0.03785679551275806 0.9899010272921014 0.018737403645119416 -1 1 -1
2.85 0.043535314839671754 0.9884086282043283 0.02151558784995822 -1 1 -1
2.85 0.05006561206562252 0.9866994545084382 0.024700230886077004 -1 1 -1
2.85 0.05757545387546589 0.9847431969565843 0.02834908572494165 -1 1 -1
2.85 0.06621177195678576 0.9825056730177296 0.032527579310836316 -1 1 -1
2.85 0.07614353775030362 0.9799484431954899 0.037309668513108005 -1 1 -1
2.85 0.08756506841284915 0.9770284256580963 0.042778740784295194 -1 1 -1
2.85 0.10069982867477653 0.9736975198441173 0.04902854460714705 -1 1 -1
2.85 0.11580480297599301 0.9699022591579181 0.05616412797962781 -1 1 -1
2.85 0.13317552342239194 0.9655835125182772 0.06430275481392678 -1 1 -1
2.85 0.15315185193575073 0.9606762667695001 0.07357475915671895 -1 1 -1
2.85 0.1761246297261133 0.9551095212248395 0.0841242856496397 -1 1 -1
2.85 0.2025433241850303 0.948806340336205 0.09610985191630289 -1 1 -1
2.85 0.23292482281278482 0.9416841072217026 0.10970465513301997 -1 1 -1
2.85 0.26786354623470254 0.933655036170514 0.12509653180926805 -1 1 -1
2.85 0.3080430781699079 0.9246269945283939 0.14248746806933188 -1 1 -1
2.85 0.35424953989539404 0.9145046898323367 0.16209254921002866 -1 1 -1
2.85 0.4073869708797031 0.9031912733647036 0.18413823410666505 -1 1 -1
2.85 0.46849501651165854 0.8905903912285558 0.20885984447752798 -1 1 -1
2.85 0.5387692689884073 0.8766087044840353 0.23649817339482912 -1 1 -1
